Course Code,Course Title,EOS 2021,EOS Mid 2021,EOS 2020,EOS Mid 2020,EOS 2019,EOS Mid 2019,EOS 2018,EOS Mid 2018
TU936,Sports Science and Health,484,498.0,391,419.0,,,,
TU941,Botanical Cuisine,311,380.0,249,257.0,,,,
TU942,Culinary Arts,252,348.0,212,340.0,,,,
TU943,Culinary Entrepreneurship,261,387.0,279,357.0,,,,
TU944,Culinary Science,336,393.0,316,379.0,,,,
TU951,International Hospitality and Tourism Management,244,316.0,200,298.0,,,,
TU952,International Hospitality Management,309,398.0,306,368.0,,,,
TU953,Tourism and Digital Marketing,308,366.0,290,359.0,,,,
TU954,Event Management,326,402.0,356,404.0,,,,
TU955,Sports and Leisure Management,275,349.0,217,347.0,,,,
TU961,Commercial Modern Music (BIMM - assessment/audition),536,881.0,608,848.0,,,,
TU962,"Drama (Performance, audition)",448,551.0,379,500.0,,,,
TU963,Music (audition),364,561.0,416,535.0,,,,
TU965,International Business and Languages,357,442.0,346,413.0,,,,
TU967,Languages and International Tourism,298,390.0,326,388.0,,,,
TU973,Design - Visual Communication (portfolio),700,953.0,717,865.0,,,,
TU974,Fine Art (portfolio),549,704.0,563,826.0,,,,
TU975,Interior Design (portfolio),544,919.0,632,879.0,,,,
TU976,Photography (portfolio),700,952.0,695,926.0,,,,
TU978,Creative Industries and Visual Culture,299,440.0,,,,,,
TU981,Creative Digital Media,280,347.0,282,318.0,,,,
TU982,Media Production and Digital Arts,369,412.0,311,352.0,,,,
TU983,Film and Broadcasting,453,496.0,451,484.0,,,,
TU984,Game Design,414,455.0,381,419.0,,,,
TU985,Journalism,367,409.0,322,377.0,,,,
TU989,Early Childhood Care and Education (campus options),270,337.0,,,,,,
TU991,Applied Social Studies in Social Care,326,356.0,325,352.0,,,,
TU992,Community Development and Youth Work,251,311.0,253,297.0,,,,
TU995,Early Childhood Education,378,412.0,367,409.0,,,,
TU996,Social Care,407,440.0,400,419.0,,,,
TU997,Applied Social Care,320,368.0,270,318.0,,,,
TR002,Music,477,513.0,382,468.0,414,473,345,412
TR003,History,531,558.0,456,511.0,486,518,456,490
TR004,Law,589,601.0,565,578.0,532,552,533,554
TR005,Philosophy,456,510.0,442,476.0,391,446,392,460
TR006,Psychology,578,602.0,555,578.0,555*,577,532,555
TR007,Clinical Speech and Language Studies,555,577.0,529,553.0,499,529,520,542
TR009,Music Education,486,530.0,420,532.0,430,465,455,529
TR015,"Philosophy, Political Science, Economics and Sociology",613,625.0,589,601.0,566,577,554,578
TR016,Deaf Studies,389,440.0,329,377.0,337,372,338,380
TR018,Law and French,600,613.0,565,589.0,532*,554,566*,589
TR019,Law and German,567,588.0,542,566.0,523,555,488,533
TR021,"Classics, Ancient History and Archaeology",419,501.0,370,434.0,377,495,357,475
TR022,Early and Modern Irish,377,473.0,398,451.0,347,407,344,361
TR023,English Studies,533,555.0,474,511.0,463,511,487,530
TR024,European Studies,566,589.0,530,566.0,520,544,532*,555
TR025,Drama and Theatre Studies,509,552.0,530,581.0,489,531,442,475
TR028,Ancient and Medieval History and Culture,382,474.0,342,453.0,339,451,330,431
TR031,Mathematics,577,613.0,531,589.0,566,589,520,565
TR032,Engineering,554,581.0,508,533.0,487*,520,487*,521
TR033,Computer Science,543,578.0,509,545.0,465*,488,444*,485
TR034,Management Science and Information Systems Studies,625,625.0,613,625.0,589*,602,567,589
TR035,Theoretical Physics,589,613.0,543,601.0,554,601,531,577
TR038,Engineering with Management,589,613.0,532,556.0,499,543,509*,554
TR039,"Computer Science, Linguistics and a Language",443,531.0,424,488.0,435,498,350,476
TR040,Middle Eastern and European Languages and Cultures,397,531.0,466,521.0,485,518,477,510
TR041,Religion,417,476.0,368,418.0,347,393,,
TR042,Film,518,532.0,466,498.0,,,,
TR043,History of Art and Architecture,467,519.0,354,474.0,,,,
TR051,Medicine (HPAT required),743,751.0,734,745.0,730,739,731*,741
TR052,Dental Science,625,625.0,613,625.0,590*,602,589*,601
TR053,Physiotherapy,590,601.0,566,567.0,533*,544,543*,554
TR054,Occupational Therapy,577,589.0,533,554.0,500,520,507*,520
TR055,Radiation Therapy,566,577.0,543,554.0,510,521,509*,531
TR056,Human Health and Disease,601,613.0,564,578.0,543,565,542,554
TR060,Biological and Biomedical Sciences,577,590.0,543,566.0,510*,542,500,531
TR061,Chemical Sciences,542,564.0,510,532.0,488*,520,498*,531
TR062,Geography and Geoscience,490,531.0,473,499.0,435,485,393,466
TR063,Physical Sciences,521,566.0,477,531.0,498*,543,509,554
TR064,Environmental Science and Engineering,555,578.0,,,,,,
TR072,Pharmacy,613,625.0,590,613.0,555*,577,555*,578
TR080,Global Business,613,625.0,589,601.0,565,577,555,566
TR081,"Business, Economic and Social Studies (BESS)",566,589.0,543,565.0,518*,542,511*,540
TR084,Social Studies (Social Work),484,508.0,462,495.0,420*,462,453,473
TR085,Business Studies and French,564,577.0,521,543.0,509,553,528,554
TR086,Business Studies and German,530,533.0,499,518.0,474,495,499*,523
TR087,Business Studies and Russian,487,521.0,456,488.0,467,487,429,477
TR089,Business Studies and Polish,391,432.0,424,468.0,393,434,403,446
TR090,Business Studies and Spanish,566,589.0,531,542.0,510,543,517*,544
TR091,General Nursing (Meath and St James`s),454,487.0,429,455.0,393*,420,408*,440
TR093,General Nursing (Adelaide School of Nursing),473,484.0,414,441.0,378*,409,399*,423
TR095,Mental Health Nursing,432,455.0,408,430.0,358,377,382,398
TR097,Intellectual Disability Nursing,401,419.0,378,398.0,346,350,368,388
TR111,Ancient History and Archaeology/Geography,509,530.0,352,429.0,,,,
TR112,Ancient History and Archaeology/History,577,577.0,529,,,,,
TR113,Ancient History and Archaeology/History of Art and Architecture,528,541.0,337,477.0,,,,
TR114,Ancient History and Archaeology/Modern Language,507,512.0,337,420.0,,,,
TR117,Ancient History and Archaeology/Religion,494,625.0,342,368.0,,,,
TR166,Classical Civilisation/English Literature,552,567.0,496,523.0,,,,
TR173,Classical Civilisation/History of Art and Architecture,420,487.0,335,466.0,,,,
TR177,Classical Civilisation/Modern Language,484,543.0,335,536.0,,,,
TR179,Classical Civilisation/Philosophy,521,522.0,479,518.0,,,,
TR188,Computer Science/Business Studies,584,602.0,,,,,,
TR198,Economics/Geography,954,,534,552.0,,,,
TR202,Economics/History,601,625.0,534,566.0,,,,
TR207,Economics/Mathematics,613,625.0,566,601.0,,,,
TR208,Economics/Modern Language,589,611.0,534,578.0,,,,
TR209,Economics/Philosophy,589,611.0,534,576.0,,,,
TR212,Economics/Sociology,589,606.0,534,541.0,,,,
TR214,Social Policy/Economics,611,611.0,,,,,,
TR228,Classical Languages/English Literature,555,583.0,498,533.0,,,,
TR230,Classical Languages/Linguistics,501,501.0,,,,,,
TR231,Classical Languages/History of Art and Architecture,613,613.0,349,444.0,,,,
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",583,583.0,349,566.0,,,,
TR239,Classical Languages/Modern Language,543,558.0,349,349.0,,,,
TR240,Computer Science/Geography,482,541.0,,,,,,
TR241,Computer Science/Linguistics,495,532.0,,,,,,
TR262,English Literature/History,576,600.0,529,552.0,,,,
TR263,English Literature/History of Art and Architecture,571,576.0,497,533.0,,,,
TR269,English Literature/Philosophy,555,584.0,495,532.0,,,,
TR272,English Literature/Sociology,553,567.0,498,519.0,,,,
TR276,English Literature/Drama Studies,555,589.0,476,530.0,,,,
TR277,English Literature/Modern Language,554,586.0,489,543.0,,,,
TR311,Film/Drama Studies,578,578.0,521,557.0,,,,
TR312,Film/English Literature,576,590.0,521,541.0,,,,
TR320,Film/Music,584,601.0,521,555.0,,,,
TR322,Geography/History,613,613.0,529,555.0,,,,
TR323,Drama Studies/Modern Language,495,589.0,473,551.0,,,,
TR324,Film/Modern Language,577,589.0,521,544.0,,,,
TR325,Film/History,613,613.0,529,625.0,,,,
TR326,Geography/Modern Language,451,500.0,352,440.0,,,,
TR328,Political Science/Geography,564,590.0,,,,,,
TR332,Geography/Sociology,522,554.0,496,520.0,,,,
TR443,History/History of Art and Architecture,581,613.0,529,532.0,,,,
TR447,History/Modern Language,576,576.0,529,554.0,,,,
TR449,History/Philosophy,579,590.0,529,543.0,,,,
TR454,History/Religion,,,529,534.0,,,,
TR455,History of Art and Architecture/Modern Language,451,512.0,334,454.0,,,,
TR457,History/Political Science,576,590.0,,,,,,
TR479,History of Art and Architecture/Philosophy,519,531.0,485,555.0,,,,
TR482,Sociology/History of Art and Architecture,522,541.0,,,,,,
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",543,543.0,337,473.0,,,,
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",544,544.0,335,543.0,,,,
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",576,580.0,529,555.0,,,,
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",590,590.0,335,451.0,,,,
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,,,
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",949,,342,,,,,
TR580,Business Studies/Law,625,625.0,,,,,,
TR581,History/Law,625,625.0,,,,,,
TR582,Political Science/Law,625,625.0,,,,,,
TR587,"Middle Eastern,Jewish and Islamic Civilisations/Linguistics",,,,,,,,
TR588,Linguistics/Modern Language,456,519.0,,,,,,
TR589,Linguistics/Philosophy,520,553.0,,,,,,
TR592,"Sociology/Middle Eastern,Jewish and Islamic Civilisations",531,539.0,,,,,,
TR597,Mathematics/Modern Language,613,613.0,566,625.0,,,,
TR598,Mathematics/Music,625,625.0,566,,,,,
TR599,Mathematics/Philosophy,625,625.0,566,589.0,,,,
TR629,Music/Philosophy,533,533.0,499,,,,,
TR635,Music/Drama Studies,532,532.0,473,487.0,,,,
TR636,Music/Modern Language,530,555.0,388,455.0,,,,
TR638,Music/Religion,,,388,440.0,,,,
TR639,Philosophy/Modern Language,520,540.0,499,613.0,,,,
TR662,Philosophy/Sociology,531,542.0,499,531.0,,,,
TR663,Religion/Classical Civilisation,418,442.0,342,591.0,,,,
TR664,Religion/English Literature,966,,498,565.0,,,,
TR665,Religion/History of Art and Architecture,369,494.0,342,452.0,,,,
TR666,Religion/Modern Language,,,,,,,,
TR667,French/Modern Language,466,508.0,403,478.0,,,,
TR668,German/Modern Language,441,521.0,389,465.0,,,,
TR669,Irish/Modern Language,464,533.0,368,473.0,,,,
TR670,Italian/Modern Language,462,498.0,381,466.0,,,,
TR671,Russian/Modern Language,501,525.0,332,494.0,,,,
TR672,Spanish/Modern Language,486,552.0,336,488.0,,,,
TR756,Sociology/Modern Language,522,545.0,495,510.0,,,,
TR757,Modern Language/Social Policy,555,566.0,,,,,,
TR758,Social Policy/Political Science,566,597.0,,,,,,
TR759,Sociology/Social Policy,554,579.0,,,,,,
TR911,Children`s and General Nursing (Integrated),529,544.0,499,521.0,476*,487,463*,479
TR913,Midwifery,520,543.0,473,508.0,423,462,455*,476
DN100,Architecture,553,577.0,510,541.0,473,509,487,521
DN120,Landscape Architecture,430,484.0,407,453.0,353,403,354,401
DN130,City Planning and Environmental Policy,420,474.0,390,432.0,367,421,362,419
DN150,Engineering (Common Entry),556,601.0,520,565.0,511,554,509,554
DN200,Science (options),566,589.0,533,567.0,521,554,510,543
DN201,Computer Science (Common Entry),542,558.0,510,542.0,488,509,477,498
DN230,Actuarial and Financial Studies,613,625.0,601,613.0,577,589,565,589
DN240,Sustainability,506,532.0,440,498.0,,,,
DN250,Agricultural Science (options),440,489.0,453,488.0,420,462,444,478
DN261,Food Science,522,544.0,476,495.0,434,467,477*,490
DN262,Human Nutrition,566,577.0,531,553.0,493,510,517,533
DN300,Veterinary Medicine - Undergraduate Entry,601,613.0,589,602.0,567,589,555*,577
DN301,Veterinary Medicine - Graduate Entry (GAMSAT required),,,,,,,,
DN310,Veterinary Nursing,486,522.0,466,489.0,441,487,445,476
DN400,Medicine - Undergraduate Entry (HPAT required),743,751.0,736,748.0,735,745,731*,741
DN401,Medicine - Graduate Entry (GAMSAT required),61,63.0,58,61.0,59*,61,58*,62
DN410,Radiography,565,578.0,531,543.0,507,522,500,521
DN411,Radiography - Graduate Entry,,,,,,,,
DN420,Physiotherapy,601,613.0,568,589.0,542,555,545,565
DN425,Health and Performance Science,541,555.0,507,521.0,488,509,487*,501
DN430,Sport and Exercise Management,473,499.0,433,455.0,436,455,423,462
DN440,"Biomedical, Health and Life Sciences",613,618.0,589,601.0,565*,579,566,577
DN450,General Nursing,462,490.0,421,445.0,398,420,402,430
DN451,Children`s and General Nursing (Integrated),532,554.0,499,529.0,462*,499,475,498
DN452,Midwifery,507,511.0,473,499.0,409,452,454,477
DN453,Mental Health Nursing,441,451.0,393,412.0,379,403,387,399
DN520,Joint Honours (options),356,445.0,310,409.0,336,408,366,430
DN530,Humanities (options),359,465.0,326,419.0,348,411,AQA,358
DN541,Modern Languages (options),320,423.0,300,443.0,348,412,380,443
DN600,Law (options),566,588.0,543,566.0,520*,532,521*,541
DN610,Business and Law,566,589.0,544,577.0,521,543,531*,554
DN650,Commerce,554,567.0,521,543.0,498*,510,498*,511
DN660,Commerce International (options),554,567.0,510,531.0,507,531,509,531
DN670,Economics and Finance,625,625.0,613,625.0,601,601,589*,601
DN700,Social Sciences (options),463,509.0,418,466.0,388,441,386,454
DN710,Economics,522,544.0,498,510.0,476,488,467,488
DN720,Psychology,555,577.0,522,543.0,517,531,500,530
DN750,Social Policy and Sociology,408,441.0,377,408.0,330,366,AQA,359
DK810,Accounting and Finance,307,399.0,305,401.0,306,391,304,357
DK816,Business Studies,301,382.0,300,367.0,300,357,301,358
DK820,Computing in Games Development,309,381.0,311,348.0,307,369,305,337
DK821,Computing in Software Development,307,379.0,302,361.0,301,347,306,340
DK822,Augmented and Virtual Reality,307,340.0,304,380.0,,,,
DK830,Building Surveying,305,378.0,336,352.0,302,349,301,348
DK831,Architectural Technology,314,377.0,389,433.0,301,366,301,331
DK832,Construction Management,305,362.0,387,419.0,300,329,303,357
DK843,Engineering (Common Entry),391,466.0,340,439.0,303,402,325,424
DK844,Mechanical Engineering,336,435.0,305,448.0,,,,
DK845,Electrical and Electronic Engineering,331,434.0,304,392.0,,,,
DK846,Civil Engineering,371,465.0,361,392.0,,,,
DK850,International Tourism Management,303,417.0,317,377.0,,,,
DK861,Arts,300,347.0,302,363.0,300,358,310,344
DK862,Social Care,301,348.0,301,347.0,300,338,301,339
DK863,Creative Media,309,432.0,308,337.0,300,376,308,348
DK864,Film and Television Production,308,399.0,300,402.0,300,332,301,338
DK865,Audio and Music Production,308,404.0,301,367.0,301,346,302,327
DK870,General Nursing,433,451.0,397,419.0,392,401,380*,399
DK872,Intellectual Disability Nursing,347,368.0,336,358.0,300,317,301,346
DK874,Mental Health Nursing,391,414.0,356,379.0,356,378,339,366
DK876,Early Childhood Studies,300,357.0,321,388.0,305,359,300,348
DK877,Midwifery,470,495.0,440,470.0,398*,441,400,425
DK880,Health and Physical Activity,300,397.0,328,389.0,300,367,300,347
DK882,Agriculture (Award options),342,402.0,310,380.0,303,358,327,368
DK883,Science (Award options),302,384.0,300,370.0,300,369,301,371
DK884,Sustainable Agriculture,348,397.0,,,,,,
DK885,Agri-Food Production,,0.0,,,,,,
DK886,Biopharmaceutical Science,347,388.0,301,338.0,,,,
DK887,Environmental Science,377,440.0,330,589.0,,,,
GA181,Accounting,303,400.0,309,403.0,303,378,308,358
GA182,Business,285,369.0,287,347.0,290,347,290,347
GA183,Business Information Systems,298,358.0,296,356.0,309,373,300,378
GA184,Marketing and Sales,300,368.0,307,357.0,307,348,304,366
GA185,Finance and Economics,318,378.0,293,392.0,307,398,300,358
GA186,Business with Entrepreneurship,287,346.0,280,356.0,297,328,291,330
GA187,Rural Enterprise and Agri-Business,291,358.0,281,352.0,280,367,280,320
GA281,Film and Documentary,301,358.0,304,379.0,287,360,342,373
GA282,Heritage Studies,252,343.0,220,281.0,238,308,209,281
GA283,Contemporary Art (portfolio),790,876.0,679,870.0,260,340,254,336
GA284,Design,331,398.0,303,356.0,309,377,300,351
GA285,"Education (Art, Design and Graphics)",406,442.0,,,,,,
GA380,International Hotel Management,218,320.0,242,330.0,225,289,226,279
GA381,International Tourism Management,252,317.0,278,350.0,261,290,260,327
GA382,Culinary and Gastronomic Science,235,375.0,206,337.0,225,316,244,336
GA384,Event Management with Public Relations,230,340.0,212,328.0,209,289,209,298
GA480,Construction Management,302,359.0,260,336.0,260,312,261,318
GA482,Quantity Surveying and Construction Economics,304,388.0,288,350.0,280,340,270,340
GA483,Architectural Technology,273,361.0,265,337.0,251,321,253,338
GA484,Civil Engineering,377,421.0,290,383.0,270,362,280,383
GA580,Software and Electronic Engineering,300,388.0,300,393.0,301,351,260,349
GA680,Mechanical Engineering,400,455.0,330,401.0,336,389,330,382
GA681,Energy Engineering,312,392.0,293,366.0,281,328,260,300
GA682,Biomedical Engineering,331,413.0,313,393.0,331,383,355,394
GA683,Agricultural Engineering,304,390.0,309,385.0,301,365,305,378
GA684,Engineering Common Entry to Manu/Agri/Biomed/Energy/Mech Eng,413,456.0,340,405.0,346,406,340,405
GA685,Manufacturing Engineering Design,336,377.0,309,379.0,,,,
GA780,Applied Freshwater and Marine Biology,366,435.0,327,377.0,300,360,306,362
GA781,Applied Biology and Biopharmaceutical Science,381,442.0,337,390.0,317,376,317,387
GA782,Chemical and Pharmaceutical Science,356,398.0,336,388.0,307,346,308,360
GA783,Physics and Instrumentation,301,387.0,363,408.0,373,378,305,361
GA784,Science (Undenominated),445,466.0,372,403.0,327,377,332,372
GA785,Medical Science,510,532.0,473,500.0,451,486,451,474
GA786,Forensic Science and Analysis,408,462.0,317,387.0,300,366,316,367
GA787,Computing in Software Development,310,381.0,270,315.0,275,327,280,337
GA788,Computing and Digital Media,270,314.0,282,356.0,270,327,272,301
GA789,Agriculture and Environmental Management,340,392.0,289,371.0,297,339,301,356
GA790,Sport and Exercise Science,366,431.0,356,409.0,350,379,377,409
GA791,Public Health Nutrition,368,431.0,368,409.0,364,397,350,399
GA880,General Nursing,440,455.0,422,441.0,389*,400,399*,420
GA882,Psychiatric Nursing,369,398.0,367,377.0,346,370,336,367
GA885,Outdoor Education,269,360.0,252,262.0,210,298,176,292
GA887,History and Geography,201,288.0,244,380.0,228,296,228,289
GA889,Applied Social Care,265,339.0,266,298.0,260,297,270,319
GA890,Early Childhood Education and Care,227,336.0,270,327.0,278,319,,
GA891,Geography and Outdoor Education,261,366.0,244,391.0,,,,
GA892,Community Development and Youth Work (Level 8),,0.0,,,,,,
GA980,Education (Design Graphics and Construction),410,435.0,377,411.0,376,389,391,419
GA981,Furniture Design and Manufacture,346,385.0,,,271,350,271,349
GA982,Furniture Making and Architectural Woodworking,360,402.0,,,270,352,245,341
GA983,Furniture and Digital Manufacturing,,0.0,,,,,,
GA984,"Furniture Design, Making and Technology - Common Entry",467,498.0,284,369.0,,,,
GY101,Arts (Joint-Honours),326,423.0,300,391.0,300,374,300,376
GY104,BSc (Psychology),545,566.0,519,542.0,507,529,500,532
GY105,Arts (History),357,424.0,301,377.0,318,358,301,371
GY109,Arts (Mathematics and Education),413,487.0,403,466.0,411,487,403,454
GY110,Arts (Children and Youth Studies - options),387,440.0,357,418.0,382,409,384,418
GY111,Arts (English and Creative Writing),420,518.0,330,492.0,402,472,420,493
GY113,Arts with Human Rights,413,477.0,368,422.0,338,409,320,400
GY115,Arts with Performing Arts Studies,300,393.0,387,443.0,328,367,319,380
GY118,"Arts (Drama, Theatre and Performance Studies)",430,476.0,451,492.0,410,451,406,440
GY119,Arts (Journalism),473,521.0,400,465.0,410,475,388,451
GY122,Na Dána (Cumarsáid agus Gaeilge),410,496.0,361,453.0,308,399,301,389
GY123,Applied Social Sciences,419,451.0,358,410.0,357,388,350,390
GY125,Arts (Digital Arts and Technology),403,444.0,328,347.0,324,379,361,378
GY127,Arts (Film and Digital Media),421,488.0,401,462.0,387,435,420,454
GY128,Arts (Global Languages),346,468.0,352,476.0,370,440,429,476
GY129,Arts (Global Experience),465,522.0,420,462.0,408,477,431,465
GY130,Arts (Music),462,498.0,408,495.0,400,444,462,484
GY132,"Government (Politics, Economics and Law)",451,495.0,407,435.0,402,444,,
GY133,Education (Computer Science and Mathematical Studies),454,476.0,422,498.0,401,466,,
GY134,Geography and Geosystems,425,476.0,410,445.0,,,,
GY135,Arts (Global Media),442,484.0,,,,,,
GY136,Na Dána (Léann Teanga - options),526,526.0,,,,,,
GY201,Commerce,476,499.0,433,466.0,420,453,420,445
GY202,Commerce (International) with French,520,548.0,484,511.0,484,513,484,498
GY203,Commerce (International) with German,518,532.0,489,566.0,489,541,477,498
GY204,Commerce (International) with Spanish,506,531.0,495,511.0,484,500,473,487
GY206,Business Information Systems (Work Placement and Optional Int`l Study),509,544.0,465,488.0,431,445,430,465
GY207,Commerce (Accounting) including optional Global Experience year,543,578.0,509,543.0,486,510,473,507
GY208,Commerce (Gaeilge),508,547.0,473,511.0,473,488,451,498
GY209,Commerce (Global Experience),551,578.0,530,554.0,509,531,509,531
GY250,Law and Business,510,541.0,487,510.0,436,467,409,440
GY251,Law (BCL),542,554.0,499,518.0,473,498,451,484
GY252,Law (BCL) and Human Rights,565,567.0,520,541.0,510,521,,
GY253,Law and Taxation,506,531.0,509,543.0,,,,
GY254,"Law (BCL), Criminology and Criminal Justice",548,566.0,530,554.0,,,,
GY261,Business Studies in International Hotel Management (interview),503,647.0,497,611.0,486,615,496,603
GY262,Commerce in International Hotel Management (interview),709,743.0,681,724.0,671,726,657,705
GY301,Science,488,529.0,432,487.0,400,456,401,455
GY303,Biomedical Science,613,613.0,556,589.0,533,566,531,555
GY304,Biotechnology,495,522.0,465,498.0,473,507,454,485
GY308,Environmental Science,430,473.0,408,484.0,413,440,402,454
GY309,Financial Mathematics and Economics,509,565.0,487,532.0,454,498,476,520
GY310,Marine Science,467,499.0,419,476.0,409,456,421,475
GY313,Environmental Health and Safety,412,452.0,412,440.0,402,435,367,390
GY314,Earth and Ocean Sciences,422,463.0,403,444.0,402,425,400,431
GY318,Biopharmaceutical Chemistry,555,581.0,509,542.0,510,532,487,510
GY319,Mathematical Science,543,589.0,476,566.0,456,531,450,520
GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",465,533.0,402,478.0,401,487,432,488
GY321,Genetics and Genomics,532,565.0,508,532.0,,,,
GY322,Agricultural Sciences,485,518.0,,,,,,
GY350,Computer Science and Information Technology,495,521.0,403,454.0,425,466,401,466
GY401,Engineering (Undenominated),520,555.0,465,511.0,444,499,432,485
GY402,Civil Engineering,521,545.0,455,499.0,509,543,455,498
GY405,Mechanical Engineering,541,589.0,454,509.0,443,499,414,478
GY406,Electronic and Computer Engineering,555,566.0,510,544.0,509,547,466,520
GY408,Biomedical Engineering,554,578.0,509,554.0,519,543,487,532
GY410,Project and Construction Management,431,455.0,403,456.0,434,464,402,441
GY413,Energy Systems Engineering,509,543.0,502,531.0,532,589,454,476
GY414,Electrical and Electronic Engineering,433,476.0,405,429.0,454,487,425,480
GY501,"Medicine (five year/six year course, HPAT required)",737,740.0,728,731.0,726*,731,724*,729
GY502,Occupational Therapy,601,602.0,555,567.0,532,543,521,543
GY503,Speech and Language Therapy,578,590.0,543,554.0,529,543,529,543
GY504,Podiatric Medicine,510,533.0,443,476.0,434,463,391,454
GY515,General Nursing (Galway and Portiuncula),476,507.0,473,496.0,442,466,445,465
GY516,Mental Health Nursing,412,451.0,440,467.0,388,413,401,419
GY517,Midwifery,507,532.0,495,518.0,429,468,445,477
LY108,Business - Accounting,312,432.0,309,431.0,318,399,303,361
LY118,Business,288,387.0,290,377.0,287,352,283,328
LY128,Marketing with Online Technologies,261,369.0,,,,,,
LY208,Law,290,388.0,300,367.0,300,359,270,318
LY228,Sports and Exercise - Common Entry,290,379.0,300,367.0,278,330,263,317
LY408,Design - Common Entry,301,380.0,320,381.0,307,368,290,357
LY508,Fire Safety Engineering,283,352.0,276,326.0,270,299,242,274
LY518,Quantity Surveying,304,387.0,301,368.0,307,368,316,342
LY528,Construction Management,262,298.0,271,321.0,267,291,260,298
LY538,Architectural Technology,234,403.0,,,,,,
LY608,Mechanical Engineering,300,390.0,300,379.0,304,333,300,368
LY618,Electronic Engineering,321,368.0,312,402.0,307,339,,
LY708,Applied Computing,320,430.0,306,372.0,300,348,307,371
LY748,Computer Science,316,421.0,317,420.0,,,,
LY818,Science - Common Entry,302,411.0,303,409.0,302,371,307,369
LY828,Agriculture - Common Entry,300,360.0,307,351.0,300,342,301,329
LY908,General Nursing,429,441.0,400,423.0,383,390,373,389
LY918,Psychiatric Nursing,361,399.0,357,387.0,291*,332,318*,346
LY928,Intellectual Disability Nursing,342,386.0,328,346.0,288,299,297,318
LY968,"Early Childhood Care, Health and Education",288,380.0,303,361.0,300,336,279,328
LY978,Health and Social Care - Common Entry,279,347.0,280,330.0,260,299,269,316
MI001,Contemporary and Applied Theatre Studies,209,484.0,390,412.0,345,381,290,332
MI002,Arts,280,408.0,281,389.0,300,378,320,388
MI004,Education - Primary Teaching - International,589,601.0,577,589.0,,,,
MI005,Education - Primary Teaching,522,554.0,495,521.0,473*,506,474,499
MI006,Education - Primary Teaching - Gaeltacht Applicants,485,522.0,462,519.0,442,473,441,473
MI007,Early Childhood Care and Education,409,462.0,357,409.0,366,402,356,399
MI008,Education and Psychology - Primary Teaching,590,602.0,588,601.0,543,555,552,566
MI009,"Education, Business Studies and Accounting",434,477.0,402,455.0,392,420,367,408
MI010,"Education, Business Studies and Religious Studies",370,412.0,368,389.0,326,355,326,347
MI011,"Education, Gaeilge and Religious Studies",407,444.0,409,451.0,377,387,377,397
MI012,"Education, Gaeilge and Business Studies",387,451.0,401,463.0,398,440,387,429
MI013,"Education, Mathematics and Gaeilge",509,543.0,444,477.0,433,465,,
MI014,"Education, Mathematics and Business Studies",476,531.0,434,487.0,,,,
CI110,Counselling and Psychotherapy,292,368.0,310,392.0,,,,
CI111,Counselling and Psychotherapy with Addiction Studies,290,356.0,301,319.0,,,,
CI112,Counselling and Psychotherapy with Youth Studies,325,388.0,311,311.0,,,,
LC110,"Art and Design (Common Entry, portfolio)",794,981.0,740,961.0,734,918,718,903
LC114,Fashion and Textiles for Product and Costume (portfolio),914,933.0,880,1029.0,900,988,779,801
LC115,"Art and Design Teacher Education (LIT and UL, portfolio)",993,1058.0,942,1013.0,,,,
LC220,Digital Marketing,263,322.0,262,298.0,254,288,309,367
LC223,Law and Taxation,331,410.0,307,356.0,308,372,307,357
LC224,Accounting and Finance,300,356.0,300,371.0,299,382,297,352
LC225,Marketing and Management,298,376.0,298,358.0,298,337,326,368
LC226,Enterprise and Innovation,255,327.0,234,310.0,216,298,234,262
LC233,Software Development,280,348.0,272,339.0,300,371,272,314
LC234,Immersive Digital Media and Spatial Computing,226,342.0,225,307.0,219,288,254,300
LC236,Internet Systems Development,260,305.0,260,272.0,298,319,308,320
LC239,Computer Networks and Systems Management,317,378.0,309,371.0,335,347,300,338
LC241,Construction Management,326,387.0,255,338.0,276,303,271,326
LC242,Property Valuation and Management,308,377.0,282,320.0,292,328,298,347
LC243,Quantity Surveying,278,359.0,298,362.0,281,360,302,358
LC248,Built Environment (Common Entry),300,357.0,288,376.0,307,350,302,346
LC252,Civil Engineering Management,264,338.0,270,308.0,281,331,288,311
LC263,Medical Technology,391,455.0,294,359.0,282,359,,
LC265,Forensic and Pharmaceutical Sciences,498,528.0,413,476.0,335,368,341,389
LC266,Drug and Medicinal Product Analysis,252,368.0,262,300.0,236,299,263,316
LC275,Electrical Engineering,347,382.0,298,384.0,288,340,284,328
LC288,Mechanical Engineering,369,432.0,346,415.0,307,360,301,357
LC289,Precision Engineering,261,357.0,291,350.0,280,369,,
LC292,Social Care Work,374,410.0,367,389.0,360,389,326,357
