Course Code,Course Title,points_r1_2021,points_r2_2021,EOS 2021,EOS Mid 2021,points_r1_2020,points_r2_2020,EOS 2020,EOS Mid 2020,EOS 2019,EOS Mid 2019,EOS 2018,EOS Mid 2018
MI007,Early Childhood Care and Education,409.0,,409.0,462.0,357.0,,357.0,409.0,366.0,,356.0,399.0
MI008,Education and Psychology - Primary Teaching,590.0,,590.0,602.0,588.0,,588.0,601.0,543.0,,552.0,566.0
MI009,"Education, Business Studies and Accounting",434.0,,434.0,477.0,402.0,,402.0,455.0,392.0,,367.0,408.0
MI010,"Education, Business Studies and Religious Studies",370.0,,370.0,412.0,368.0,,368.0,389.0,326.0,,326.0,347.0
MI011,"Education, Gaeilge and Religious Studies",407.0,,407.0,444.0,409.0,,409.0,451.0,377.0,,377.0,397.0
MI012,"Education, Gaeilge and Business Studies",387.0,,387.0,451.0,401.0,,401.0,463.0,398.0,,387.0,429.0
MI013,"Education, Mathematics and Gaeilge",509.0,,509.0,543.0,444.0,,444.0,477.0,433.0,,,
MI014,"Education, Mathematics and Business Studies",476.0,,476.0,531.0,434.0,,434.0,487.0,,,,
CI110,Counselling and Psychotherapy,292.0,,292.0,368.0,310.0,,310.0,392.0,,,,
CI111,Counselling and Psychotherapy with Addiction Studies,290.0,,290.0,356.0,301.0,,301.0,319.0,,,,
CI112,Counselling and Psychotherapy with Youth Studies,325.0,,325.0,388.0,311.0,,311.0,311.0,,,,
LC110,"Art and Design (Common Entry, portfolio)",794.0,,794.0,981.0,740.0,,740.0,961.0,734.0,,718.0,903.0
LC114,Fashion and Textiles for Product and Costume (portfolio),914.0,,914.0,933.0,880.0,,880.0,1029.0,900.0,,779.0,801.0
LC115,"Art and Design Teacher Education (LIT and UL, portfolio)",993.0,,993.0,1058.0,942.0,,942.0,1013.0,,,,
LC220,Digital Marketing,263.0,,263.0,322.0,262.0,,262.0,298.0,254.0,,309.0,367.0
LC223,Law and Taxation,331.0,,331.0,410.0,307.0,,307.0,356.0,308.0,,307.0,357.0
LC224,Accounting and Finance,300.0,,300.0,356.0,300.0,,300.0,371.0,299.0,,297.0,352.0
LC225,Marketing and Management,298.0,,298.0,376.0,298.0,,298.0,358.0,298.0,,326.0,368.0
LC226,Enterprise and Innovation,255.0,,255.0,327.0,234.0,234.0,234.0,310.0,216.0,,234.0,262.0
LC233,Software Development,280.0,,280.0,348.0,272.0,,272.0,339.0,300.0,,272.0,314.0
LC234,Immersive Digital Media and Spatial Computing,226.0,,226.0,342.0,225.0,,225.0,307.0,219.0,,254.0,300.0
LC236,Internet Systems Development,260.0,,260.0,305.0,262.0,260.0,260.0,272.0,298.0,,308.0,320.0
LC239,Computer Networks and Systems Management,317.0,,317.0,378.0,307.0,,309.0,371.0,335.0,,300.0,338.0
LC241,Construction Management,326.0,,326.0,387.0,255.0,,255.0,338.0,276.0,,271.0,326.0
LC242,Property Valuation and Management,308.0,,308.0,377.0,282.0,,282.0,320.0,292.0,,298.0,347.0
LC243,Quantity Surveying,278.0,,278.0,359.0,294.0,,298.0,362.0,281.0,,302.0,358.0
LC248,Built Environment (Common Entry),300.0,,300.0,357.0,288.0,,288.0,376.0,307.0,,302.0,346.0
LC252,Civil Engineering Management,264.0,,264.0,338.0,270.0,,270.0,308.0,281.0,,288.0,311.0
LC263,Medical Technology,391.0,,391.0,455.0,294.0,,294.0,359.0,282.0,,,
LC265,Forensic and Pharmaceutical Sciences,498.0,,498.0,528.0,413.0,,413.0,476.0,335.0,,341.0,389.0
LC266,Drug and Medicinal Product Analysis,252.0,,252.0,368.0,262.0,,262.0,300.0,236.0,,263.0,316.0
LC275,Electrical Engineering,361.0,347.0,347.0,382.0,298.0,,298.0,384.0,288.0,,284.0,328.0
LC288,Mechanical Engineering,378.0,369.0,369.0,432.0,347.0,346.0,346.0,415.0,307.0,,301.0,357.0
LC289,Precision Engineering,261.0,,261.0,357.0,291.0,,291.0,350.0,280.0,,,
LC292,Social Care Work,374.0,,374.0,410.0,367.0,,367.0,389.0,360.0,,326.0,357.0
LC293,Business Studies with Travel and Tourism Management,271.0,264.0,264.0,356.0,307.0,,307.0,356.0,299.0,,290.0,318.0
LC294,Business Studies with Event Management,279.0,,279.0,356.0,279.0,,279.0,347.0,271.0,,270.0,316.0
LC295,Business Studies with Sports Management,262.0,,262.0,320.0,252.0,,252.0,313.0,263.0,,271.0,318.0
LC297,Community and Addiction Studies,272.0,262.0,262.0,316.0,235.0,,235.0,298.0,217.0,,241.0,281.0
LC320,Business,381.0,,381.0,408.0,346.0,,346.0,388.0,337.0,,,
LC330,Business with Computing,328.0,308.0,308.0,367.0,297.0,,297.0,378.0,298.0,,303.0,339.0
LC340,Interior Design,391.0,368.0,368.0,420.0,350.0,,350.0,391.0,298.0,,,
LC362,Biotechnology and Biopharmaceutical Sciences,429.0,,429.0,463.0,413.0,,413.0,440.0,379.0,,,
LC371,Creative Broadcast and Film Production,325.0,310.0,310.0,387.0,309.0,,309.0,378.0,298.0,,307.0,328.0
LC372,Music Technology and Production,377.0,,377.0,454.0,325.0,,325.0,402.0,321.0,,338.0,398.0
LC374,Renewable and Electrical Energy Engineering,337.0,319.0,319.0,401.0,318.0,,318.0,410.0,317.0,,313.0,359.0
LC375,Industrial Automation and Robotic Systems,309.0,,309.0,383.0,317.0,,317.0,392.0,321.0,,309.0,358.0
LC376,Electronic Engineering with Computer Systems,357.0,,357.0,378.0,318.0,,318.0,358.0,308.0,,353.0,383.0
LC380,Automotive Engineering and Transport Management,298.0,,298.0,340.0,303.0,298.0,298.0,337.0,282.0,,,
LC392,Business Studies in Beauty and Spa Management,328.0,317.0,317.0,358.0,236.0,,236.0,328.0,217.0,,,
LC393,Early Childhood Education and Care,309.0,276.0,276.0,339.0,236.0,,236.0,307.0,260.0,,,
LC402,Social Care Work,228.0,,228.0,306.0,225.0,,225.0,288.0,209.0,,307.0,316.0
LC408,Environmental Science and Climate,279.0,,279.0,347.0,279.0,,279.0,348.0,262.0,,300.0,402.0
LC416,Business,260.0,,260.0,300.0,274.0,,274.0,391.0,,,,
LC418,Computing - Games Design and Development,260.0,256.0,256.0,320.0,270.0,,270.0,338.0,271.0,,269.0,302.0
LC422,Applied Strength and Conditioning,289.0,,289.0,359.0,298.0,,298.0,347.0,288.0,,298.0,336.0
LC502,Game Art and Design (portfolio),841.0,,841.0,1018.0,852.0,,852.0,1024.0,838.0,,741.0,869.0
LC517,Creative Media and Design,279.0,,279.0,413.0,234.0,,234.0,327.0,229.0,,246.0,306.0
LC518,Digital Animation Production (portfolio),807.0,,807.0,977.0,808.0,,808.0,939.0,816.0,,796.0,917.0
LC612,Social Care Work,309.0,,309.0,348.0,320.0,,320.0,343.0,319.0,,,
LM002,Arts,360.0,360.0,360.0,423.0,348.0,,348.0,410.0,329.0,,363.0,403.0
LM019,Social Sciences,451.0,,451.0,507.0,,,,,,,,
LM020,Law and Accounting,474.0,,474.0,520.0,465.0,,465.0,499.0,436.0,,440.0,465.0
LM026,Performing Arts (audition format TBC),329.0,,329.0,451.0,303.0,,303.0,401.0,307.0,,302.0,403.0
LM028,Criminal Justice,420.0,,420.0,454.0,418.0,,418.0,440.0,387.0,,400.0,422.0
LM029,Law Plus,530.0,,530.0,554.0,490.0,,490.0,521.0,473.0,,477.0,500.0
LM038,Psychology and Sociology,530.0,,530.0,533.0,500.0,,500.0,507.0,478.0,,484.0,495.0
LM039,Journalism and Digital Communication,432.0,,432.0,473.0,402.0,,402.0,455.0,388.0,,410.0,462.0
LM040,European Studies,409.0,,409.0,521.0,369.0,,369.0,488.0,350.0,,378.0,440.0
LM044,Applied Languages,429.0,,429.0,485.0,442.0,,442.0,499.0,404.0,,430.0,473.0
LM050,Business Studies (options),451.0,,451.0,489.0,431.0,,431.0,476.0,419.0,,423.0,462.0
LM056,International Business,555.0,,555.0,589.0,528.0,,528.0,555.0,511.0,,510.0,534.0
LM058,Financial Mathematics,468.0,,468.0,531.0,403.0,,403.0,521.0,434.0,,466.0,521.0
LM063,Technology Management,410.0,,410.0,452.0,379.0,,379.0,419.0,372.0,,372.0,408.0
LM066,Environmental Science,430.0,,430.0,478.0,,,,,,,,
LM068,Food Science and Health,464.0,,464.0,495.0,421.0,,421.0,454.0,400.0,,408.0,444.0
LM076,Product Design and Technology (portfolio required),401.0,,401.0,499.0,408.0,,408.0,487.0,402.0,,420.0,468.0
LM077,Aeronautical Engineering,567.0,,567.0,601.0,520.0,,520.0,554.0,469.0,,466.0,509.0
LM082,Construction Management and Engineering,446.0,,446.0,480.0,398.0,,398.0,434.0,368.0,,358.0,392.0
LM089,Sport and Exercise Sciences,498.0,,498.0,533.0,474.0,,474.0,489.0,441.0,,451.0,473.0
LM090,Physical Education with concurrent Teacher Education,552.0,544.0,544.0,577.0,532.0,,532.0,565.0,498.0,,495.0,520.0
LM091,Languages with concurrent Teacher Education,506.0,,506.0,541.0,517.0,,517.0,543.0,,,,
LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),521.0,,521.0,555.0,507.0,,507.0,531.0,478.0,,465.0,487.0
LM093,Equine Science,367.0,,367.0,431.0,339.0,,339.0,412.0,338.0,,308.0,399.0
LM094,Materials and Architectural Technology with concurrent Teacher Education,475.0,,475.0,501.0,440.0,,440.0,478.0,405.0,,398.0,434.0
LM095,Materials and Engineering Technology with concurrent Teacher Education,425.0,,425.0,452.0,367.0,,367.0,421.0,358.0,,358.0,404.0
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),454.0,,454.0,488.0,405.0,,405.0,454.0,382.0,,382.0,419.0
LM097,Mathematics and Computer Science with concurrent Teacher Education,465.0,,465.0,499.0,402.0,,402.0,509.0,,,,
LM099,Architecture,520.0,,520.0,543.0,498.0,,498.0,532.0,419.0,,403.0,473.0
LM100,Physiotherapy,613.0,,601.0,613.0,589.0,,589.0,601.0,565.0,,566.0,577.0
LM101,Medicine  - Graduate Entry (GAMSAT required),57.0,,57.0,59.0,55.0,,55.0,57.0,55.0,,54.0,56.0
LM102,Psychology,534.0,,534.0,565.0,509.0,,509.0,529.0,495.0,,499.0,530.0
LM103,Paramedic Studies (Full B/Provisional C1 Drivers Licence),429.0,,429.0,455.0,392.0,,392.0,445.0,313.0,,373.0,422.0
LM105,Exercise and Health Fitness Management,441.0,,441.0,473.0,,,,,,,,
LM115,Chemical and Biochemical Engineering,476.0,,476.0,520.0,454.0,,454.0,532.0,456.0,,476.0,532.0
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),498.0,,498.0,544.0,476.0,,476.0,521.0,434.0,,422.0,489.0
LM118,Electronic and Computer Engineering,445.0,,445.0,487.0,403.0,,403.0,489.0,401.0,,411.0,498.0
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),402.0,,402.0,461.0,351.0,,351.0,423.0,352.0,,332.0,394.0
LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),382.0,,382.0,467.0,327.0,,327.0,401.0,330.0,,337.0,390.0
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind Bio/Pharma and In,498.0,,498.0,533.0,441.0,,441.0,478.0,412.0,,400.0,465.0
LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),455.0,,455.0,532.0,437.0,,437.0,509.0,427.0,,433.0,510.0
LM125,Physics (Applied Physics or Mathematics and Physics),489.0,,489.0,577.0,404.0,,404.0,520.0,405.0,,421.0,509.0
LM150,General Nursing,498.0,487.0,474.0,496.0,475.0,,475.0,498.0,440.0,,445.0,476.0
LM152,Mental Health Nursing,478.0,466.0,440.0,476.0,419.0,,419.0,430.0,388.0,,402.0,414.0
LM154,Intellectual Disability Nursing,462.0,443.0,433.0,474.0,420.0,,440.0,473.0,381.0,,430.0,454.0
LM156,Midwifery,521.0,508.0,498.0,521.0,469.0,,469.0,499.0,429.0,,430.0,462.0
MU001,Theology and Arts,294.0,294.0,291.0,332.0,290.0,290.0,290.0,349.0,290.0,,300.0,329.0
MU002,Theology,,,411.0,411.0,440.0,,440.0,440.0,292.0,,337.0,337.0
MH001,Education - Primary Teaching (Froebel),564.0,,556.0,578.0,507.0,,507.0,531.0,496.0,,499.0,519.0
MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),,,,,,,,,441.0,,474.0,474.0
MH003,Early Childhood - Teaching and Learning (full-time),381.0,,381.0,430.0,,,,,,,,
MH101,Arts,338.0,336.0,336.0,409.0,318.0,,318.0,388.0,316.0,,317.0,369.0
MH103,Music,,,,,,,,,,,,398.0
MH106,Psychology - 3 years,554.0,,552.0,555.0,521.0,,521.0,529.0,495.0,,473.0,495.0
MH107,Social Science,390.0,,390.0,440.0,346.0,,346.0,388.0,326.0,,346.0,367.0
MH109,Media Studies,324.0,,324.0,393.0,316.0,,316.0,377.0,317.0,,317.0,382.0
MH116,Community and Youth Work (Full-Time),,,,,,,,,,,,299.0
MH201,Science,401.0,400.0,397.0,456.0,360.0,,360.0,418.0,350.0,,350.0,399.0
MH202,Biotechnology,490.0,489.0,489.0,509.0,455.0,,455.0,466.0,429.0,,429.0,440.0
MH203,Biological and Geographical Sciences,451.0,,451.0,477.0,430.0,,430.0,465.0,,,,
MH204,Physics with Astrophysics,422.0,,422.0,499.0,422.0,,422.0,479.0,420.0,,425.0,476.0
MH206,Theoretical Physics and Mathematics,521.0,,521.0,578.0,510.0,,510.0,533.0,498.0,,509.0,565.0
MH207,Data Science,444.0,,444.0,510.0,445.0,,445.0,520.0,434.0,,,
MH208,Biological and Biomedical Sciences,543.0,,533.0,554.0,498.0,,498.0,510.0,451.0,,441.0,473.0
MH209,Psychology (through Science) - 4 years,529.0,,517.0,531.0,498.0,,498.0,510.0,473.0,,467.0,487.0
MH210,Pharmaceutical and Biomedical Chemistry,510.0,,510.0,532.0,487.0,,487.0,520.0,446.0,,446.0,465.0
MH212,Science|Maths and Computer Science|Mathematics (with Education),452.0,443.0,434.0,498.0,422.0,,422.0,487.0,444.0,,432.0,465.0
MH304,Engineering (Computer/Electronic/Communications),351.0,351.0,351.0,454.0,333.0,333.0,333.0,444.0,371.0,,351.0,435.0
MH305,Product Design,326.0,,326.0,397.0,357.0,,357.0,409.0,358.0,,356.0,392.0
MH306,Robotics and Intelligent Devices,362.0,,362.0,445.0,361.0,,361.0,433.0,361.0,,351.0,388.0
MH401,Finance (options),370.0,,370.0,418.0,357.0,,357.0,398.0,352.0,,353.0,391.0
MH402,Quantitative Finance,476.0,,476.0,521.0,476.0,,476.0,509.0,476.0,,,
MH403,Accounting and Finance,424.0,,424.0,473.0,422.0,,422.0,468.0,402.0,,400.0,443.0
MH404,Business (options),441.0,,441.0,473.0,430.0,,430.0,454.0,400.0,,400.0,430.0
MH407,Business and Accounting,423.0,,423.0,473.0,420.0,,420.0,462.0,401.0,,401.0,433.0
MH411,Entrepreneurship,378.0,,378.0,409.0,371.0,,371.0,408.0,358.0,,357.0,380.0
MH501,LLB Law - four year Single Major Law programme,507.0,,507.0,531.0,473.0,,473.0,495.0,451.0,,451.0,477.0
MH502,Law (options),465.0,,465.0,498.0,451.0,,451.0,473.0,410.0,,420.0,444.0
MH601,Computer Science through Arts (options),381.0,,381.0,423.0,352.0,,352.0,403.0,342.0,,340.0,377.0
MH602,Computer Science through Science (options),400.0,,400.0,444.0,351.0,,351.0,409.0,357.0,,351.0,398.0
MH603,Computational Thinking,520.0,,520.0,579.0,532.0,,532.0,544.0,520.0,,498.0,569.0
MH801,Early Childhood - Teaching and Learning (part-time),,,,319.0,327.0,,327.0,378.0,347.0,,356.0,387.0
MH802,"Community and Youth Work (part-time, in service)",,,,,,,,,,,,
MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",,,,,,,,,,,,
AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",542.0,533.0,532.0,555.0,510.0,,518.0,544.0,456.0,,462.0,477.0
AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",464.0,452.0,441.0,476.0,441.0,434.0,434.0,466.0,400.0,,433.0,444.0
AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",463.0,457.0,440.0,487.0,440.0,440.0,440.0,484.0,421.0,,409.0,451.0
AS051,"Nutrition, Food and Business Management",378.0,347.0,291.0,418.0,328.0,317.0,317.0,398.0,337.0,,252.0,357.0
AS054,Home Economics,440.0,419.0,368.0,430.0,408.0,398.0,398.0,429.0,387.0,,,
AS110,General Nursing,440.0,432.0,422.0,445.0,419.0,,419.0,431.0,391.0,,388.0,408.0
AS130,Intellectual Disability Nursing,387.0,358.0,348.0,387.0,336.0,328.0,317.0,339.0,317.0,,328.0,357.0
SG141,Business,262.0,,262.0,346.0,261.0,,261.0,347.0,252.0,,252.0,290.0
SG145,Business and ICT,279.0,,279.0,411.0,,,,,,,,
SG146,Accounting,304.0,,304.0,403.0,309.0,,309.0,411.0,307.0,,318.0,372.0
SG147,Sport with Business,288.0,,288.0,340.0,307.0,,307.0,367.0,269.0,,270.0,309.0
SG148,Tourism with Event Management,298.0,,298.0,328.0,269.0,,269.0,340.0,246.0,,253.0,280.0
SG150,Business in Marketing,298.0,,298.0,360.0,,,,,,,,
SG241,Performing Arts,341.0,,341.0,393.0,328.0,,328.0,387.0,279.0,,288.0,347.0
SG242,Early Childhood Care and Education,287.0,,287.0,368.0,279.0,,279.0,319.0,278.0,,272.0,316.0
SG243,Social Care Practice,309.0,,309.0,357.0,301.0,,301.0,346.0,297.0,,301.0,337.0
SG244,Fine Art,501.0,,501.0,643.0,505.0,,505.0,505.0,355.0,,446.0,446.0
SG245,Creative Design,332.0,,332.0,357.0,282.0,,282.0,339.0,261.0,,252.0,307.0
SG246,Computing,316.0,,316.0,402.0,290.0,,290.0,333.0,295.0,,258.0,293.0
SG247,English and Psychology,319.0,,319.0,357.0,309.0,,309.0,382.0,308.0,,297.0,322.0
SG248,Sociology and Politics,298.0,,298.0,328.0,281.0,,281.0,327.0,282.0,,279.0,300.0
SG249,Writing and Literature,308.0,,308.0,409.0,297.0,,297.0,368.0,279.0,,272.0,290.0
SG252,Software Development,310.0,,310.0,413.0,307.0,,307.0,319.0,300.0,,260.0,317.0
SG253,Computing in Computer Networks and Cyber Security,336.0,,336.0,374.0,324.0,,378.0,378.0,273.0,,272.0,309.0
SG254,Writing and Literature Online,327.0,,327.0,393.0,225.0,225.0,225.0,328.0,,,,
SG255,Law and Business,291.0,,291.0,398.0,,,,,,,,
SG341,General Engineering,373.0,,373.0,467.0,,,,,,,,
SG342,Civil Engineering,418.0,,418.0,498.0,415.0,,415.0,480.0,,,,
SG343,Quantity Surveying,300.0,,300.0,385.0,311.0,,311.0,367.0,261.0,,261.0,309.0
SG344,Mechanical Engineering,412.0,,412.0,509.0,,,,,,,,
SG346,Construction Project Management and Applied Technology,313.0,,313.0,362.0,291.0,,291.0,337.0,289.0,,,
SG347,Architecture,403.0,,403.0,462.0,360.0,,360.0,411.0,309.0,,300.0,344.0
SG348,Interior Architecture and Design,359.0,,359.0,410.0,316.0,,331.0,368.0,,,,
SG349,Electronics and Self Driving Technologies,,,,0.0,,,,,,,,
SG350,Robotics and Automation,384.0,,384.0,478.0,,,,,,,,
SG442,Occupational Safety and Health,307.0,,307.0,360.0,290.0,,290.0,367.0,289.0,,290.0,300.0
SG443,Human Nutrition,376.0,,376.0,440.0,356.0,,356.0,397.0,357.0,,367.0,420.0
SG444,Science Undenominated,358.0,,358.0,430.0,338.0,,338.0,420.0,308.0,,296.0,371.0
SG445,Pharmaceutical Science with Drug Development,357.0,,357.0,401.0,311.0,,311.0,367.0,347.0,,319.0,343.0
SG447,Health Science and Physical Activity,326.0,,326.0,389.0,328.0,,328.0,387.0,316.0,,321.0,373.0
SG448,Forensic Investigation and Analysis,308.0,,308.0,376.0,306.0,,307.0,368.0,306.0,,307.0,357.0
SG449,Medical Biotechnology,315.0,,315.0,403.0,341.0,,341.0,395.0,329.0,,349.0,380.0
SG450,Environmental Science with Ecology (Level 8),310.0,,310.0,430.0,300.0,,304.0,368.0,,,,
TL801,"Animation, Visual Effects and Motion Design (Level 8, portfolio)",718.0,,718.0,823.0,281.0,,281.0,349.0,281.0,,281.0,346.0
TL802,"TV, Radio and New Media (Level 8)",322.0,,322.0,413.0,325.0,,325.0,397.0,306.0,,288.0,329.0
TL810,Computing with Software Development,308.0,,308.0,399.0,310.0,,310.0,389.0,309.0,,331.0,388.0
TL811,Computing with Games Development,322.0,,322.0,342.0,358.0,,358.0,,310.0,,326.0,326.0
TL815,Computing (Degree Award options),307.0,,307.0,453.0,308.0,,308.0,360.0,308.0,,319.0,590.0
TL823,Event Management (3 year programme),293.0,,293.0,369.0,299.0,,299.0,369.0,291.0,,306.0,339.0
TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306.0,,306.0,408.0,306.0,,306.0,381.0,307.0,,300.0,377.0
TL842,Construction Management,,,,0.0,,,,,,,,
TL844,Agricultural Engineering,301.0,,301.0,392.0,300.0,,300.0,373.0,311.0,,300.0,337.0
TL845,Civil Engineering,361.0,,361.0,395.0,325.0,,325.0,413.0,300.0,,300.0,350.0
TL847,Manufacturing Engineering,305.0,,305.0,338.0,302.0,,302.0,368.0,,,309.0,347.0
TL848,Agricultural Science,307.0,,307.0,367.0,308.0,,308.0,380.0,331.0,,330.0,388.0
TL851,Wildlife Biology (Degree Award options),309.0,,309.0,400.0,309.0,,309.0,383.0,310.0,,300.0,379.0
TL855,Pharmaceutical Science (Degree Award options),316.0,,316.0,419.0,317.0,,317.0,369.0,342.0,,316.0,336.0
TL858,Veterinary Bioscience,317.0,,317.0,402.0,308.0,,308.0,393.0,326.0,,326.0,398.0
TL871,Health and Leisure (Degree Award options),303.0,,303.0,389.0,300.0,,300.0,379.0,303.0,,303.0,347.0
TL872,Health and Leisure with Massage,314.0,,314.0,381.0,309.0,,309.0,408.0,288.0,,288.0,318.0
TL873,Coaching and Sports Performance,308.0,,308.0,371.0,289.0,,289.0,329.0,282.0,,,
TL874,Inclusive Sport and Physical Activity,341.0,,341.0,476.0,,,,,,,,
TL880,Early Childhood Care and Education,309.0,,309.0,369.0,307.0,,307.0,349.0,307.0,,306.0,328.0
TL881,Social Care,301.0,,301.0,377.0,308.0,,309.0,362.0,308.0,,318.0,349.0
TL889,Counselling with Addiction - Mature applicants only,,,,0.0,,,,,,,,
TL890,General Nursing and Mature Applicants,463.0,,463.0,484.0,440.0,414.0,414.0,441.0,407.0,,401.0,419.0
TL891,Mental Health Nursing and Mature Applicants,440.0,419.0,412.0,430.0,389.0,378.0,378.0,399.0,367.0,,389.0,398.0
WD001,Applied Computing (options),270.0,261.0,261.0,423.0,260.0,260.0,260.0,413.0,279.0,,288.0,369.0
WD002,Science (options),279.0,,279.0,388.0,308.0,,308.0,388.0,302.0,,308.0,359.0
WD005,Health Sciences (options),271.0,,271.0,368.0,280.0,,280.0,338.0,288.0,,290.0,349.0
WD006,Exercise Sciences (options),270.0,,270.0,357.0,280.0,,280.0,359.0,282.0,,287.0,337.0
WD007,Engineering (options),270.0,270.0,270.0,432.0,288.0,288.0,288.0,409.0,287.0,,,
WD025,Construction Management and Engineering,262.0,,262.0,357.0,269.0,,269.0,341.0,269.0,,264.0,322.0
WD027,Music,321.0,,321.0,437.0,262.0,,262.0,409.0,290.0,,262.0,338.0
WD048,Business (options),279.0,,279.0,387.0,271.0,,271.0,371.0,278.0,,279.0,347.0
WD084,Accounting,308.0,,308.0,476.0,308.0,,308.0,411.0,307.0,,308.0,362.0
WD091,Hospitality Management,225.0,,225.0,337.0,228.0,,228.0,310.0,210.0,,271.0,297.0
WD116,General Nursing,446.0,,446.0,473.0,422.0,,422.0,451.0,413.0,,414.0,430.0
WD117,Psychiatric Nursing,415.0,,415.0,430.0,366.0,,366.0,388.0,361.0,,378.0,393.0
WD120,Intellectual Disability Nursing,390.0,,390.0,404.0,377.0,,377.0,388.0,338.0,,356.0,375.0
WD134,International Business,267.0,,267.0,368.0,290.0,,290.0,362.0,289.0,,288.0,329.0
WD137,Design (Visual Communications),252.0,,252.0,360.0,271.0,,271.0,351.0,253.0,,280.0,343.0
WD140,Laws,280.0,,280.0,394.0,280.0,,280.0,367.0,290.0,,290.0,367.0
WD144,Architecture,309.0,,309.0,401.0,284.0,,284.0,359.0,283.0,,283.0,387.0
WD147,Pharmaceutical Science,288.0,,288.0,402.0,293.0,,293.0,390.0,298.0,,306.0,367.0
WD150,Criminal Justice Studies,280.0,,280.0,359.0,270.0,,270.0,331.0,271.0,,270.0,319.0
WD152,Visual Art,243.0,,243.0,359.0,,,,317.0,253.0,,264.0,357.0
WD161,Computer Forensics and Security,270.0,,270.0,347.0,255.0,,255.0,380.0,262.0,,288.0,358.0
WD162,Quantity Surveying,226.0,,226.0,337.0,216.0,,216.0,306.0,260.0,,270.0,352.0
WD163,Psychology,456.0,,456.0,487.0,434.0,,434.0,473.0,390.0,,392.0,430.0
WD186,Sports Coaching and Performance,261.0,,261.0,358.0,270.0,,270.0,344.0,276.0,,290.0,318.0
WD187,Social Science,276.0,,276.0,367.0,272.0,,272.0,348.0,271.0,,271.0,328.0
WD191,Agricultural Science,377.0,,377.0,434.0,377.0,,377.0,420.0,378.0,,403.0,429.0
WD192,Social Care Practice,271.0,,271.0,336.0,270.0,,270.0,326.0,279.0,,280.0,319.0
WD193,Marketing and Digital Media,279.0,,279.0,358.0,271.0,,271.0,347.0,290.0,,295.0,348.0
WD194,Culinary Arts,237.0,,237.0,321.0,217.0,,217.0,321.0,235.0,,282.0,320.0
WD195,Architectural and Building Information Modelling Technology,279.0,,279.0,367.0,279.0,,279.0,367.0,266.0,,270.0,360.0
WD200,Arts (options),201.0,201.0,201.0,376.0,,,,336.0,221.0,,220.0,299.0
WD210,Software Systems Development,260.0,,260.0,373.0,279.0,,279.0,337.0,271.0,,289.0,327.0
WD211,Creative Computing,270.0,,270.0,392.0,271.0,,271.0,318.0,275.0,,265.0,326.0
WD212,Recreation and Sport Management,262.0,,262.0,304.0,270.0,,270.0,349.0,274.0,,288.0,338.0
WD230,Mechanical and Manufacturing Engineering,230.0,230.0,230.0,361.0,253.0,,253.0,369.0,273.0,,,
WD231,Early Childhood Care and Education,266.0,,266.0,366.0,,,,,,,,
WD232,Business Information Systems,261.0,261.0,261.0,329.0,,,,,,,,
CR126,Popular Music: Drums at CIT Cork School of Music,,,,,801.0,,801.0,940.0,878.0,,697.0,907.0
CR127,Popular Music: Electric Guitar at CIT Cork School of Music,,,,,838.0,768.0,768.0,978.0,584.0,,704.0,820.0
CR128,Popular Music: Keyboards at CIT Cork School of Music,,,,,840.0,,840.0,881.0,839.0,,708.0,969.0
CR129,Popular Music: Voice at CIT Cork School of Music,,,,,841.0,,841.0,966.0,857.0,,607.0,936.0
DB516,Financial Services,,,,,,,,,328.0,,234.0,270.0
DC201,Common Entry into Science (Undenominated Entry),,,,,498.0,488.0,488.0,499.0,454.0,,476.0,489.0
DC239,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",,,,,430.0,,430.0,473.0,,,350.0,425.0
DK860,Music (audition),,,,,532.0,532.0,503.0,634.0,499.0,,,
DL821,"English, Media and Cultural Studies",,,,,212.0,212.0,212.0,347.0,211.0,,226.0,340.0
DL828,"3D Design, Modelmaking and Digital Art",,,,,506.0,,538.0,920.0,691.0,,597.0,853.0
DL829,Design for Stage and Screen (Costume Design),,,,,593.0,,593.0,947.0,817.0,,597.0,799.0
DL830,Design for Stage and Screen (Character Makeup Design),,,,,939.0,,939.0,968.0,879.0,,577.0,920.0
DL831,Design for Stage and Screen (Production Design),,,,,781.0,,781.0,1026.0,893.0,,944.0,977.0
DL834,Film and Television Production,,,,,990.0,,990.0,1040.0,933.0,,942.0,1004.0
DN252,Dairy Business,,,,,410.0,,410.0,455.0,398.0,,429.0,445.0
