,index,Course Code,Course Title,EOS,Mid,EOS_Points,Mid_Points
521,522,DN250,Agricultural Science (options),420,462,420,462
522,523,DN252,Dairy Business,398,428,398,428
523,524,DN253,Agri - Environmental Sciences,403,419,403,419
524,525,DN261,Food Science,434,467,434,467
525,526,DN262,Human Nutrition,493,510,493,510
526,527,DN271,Forestry,303,361,303,361
527,528,DN272,"Horticulture, Landscape and Sportsturf Management",252,312,252,312
528,529,DN300,Veterinary Medicine - Undergraduate Entry,#567,589,#567,589
529,530,DN301,Veterinary Medicine - Graduate Entry,#,,#,
530,531,DN310,Veterinary Nursing,441,487,441,487
531,532,DN400,Medicine - Undergraduate Entry (HPAT required),#735,745,#735,745
532,533,DN401,Medicine - Graduate Entry (GAMSAT required),#59*,61,#59*,61
533,534,DN410,Radiography,507,522,507,522
534,535,DN411,Radiography - Graduate Entry,#,,#,
535,536,DN420,Physiotherapy,542,555,542,555
536,537,DN425,Health and Performance Science,488,509,488,509
537,538,DN430,Sport and Exercise Management,436,455,436,455
538,539,DN440,"Biomedical, Health and Life Sciences",565*,579,565*,579
539,540,DN450,General Nursing,398,420,398,420
540,541,DN451,Children`s and General Nursing (Integrated),462*,499,462*,499
541,542,DN452,Midwifery,409,452,409,452
542,543,DN453,Mental Health Nursing,379,403,379,403
543,544,DN520,Arts (Two Subjects),336,408,336,408
544,545,DN530,Humanities (options),348,411,348,411
545,546,DN541,Modern Languages (options),348,412,348,412
546,547,DN600,Law (options),520*,532,520*,532
547,548,DN610,Business and Law,521,543,521,543
548,549,DN650,Commerce,498*,510,498*,510
549,550,DN660,Commerce International (options),507,531,507,531
550,551,DN670,Economics and Finance,601,601,601,601
551,552,DN700,Social Sciences (options),388,441,388,441
552,553,DN710,Economics,476,488,476,488
553,554,DN720,Psychology,517,531,517,531
554,555,DN750,Social Policy and Sociology,330,366,330,366
556,557,DK810,Accounting and Finance,306,391,306,391
557,558,DK816,Business Studies,300,357,300,357
558,559,DK820,Computing in Games Development,307,369,307,369
559,560,DK821,Computing in Software Development,301,347,301,347
560,561,DK830,Building Surveying,302,349,302,349
561,562,DK831,Architectural Technology,301,366,301,366
562,563,DK832,Construction Management,300,329,300,329
563,564,DK843,Engineering (Common Entry),303,402,303,402
564,565,DK860,Music,#499,649,#499,649
565,566,DK861,Arts,300,358,300,358
566,567,DK862,Social Care,300,338,300,338
567,568,DK863,Creative Media,300,376,300,376
568,569,DK864,Film and Television Production,300,332,300,332
569,570,DK865,Audio and Music Production,301,346,301,346
570,571,DK870,General Nursing,392,401,392,401
571,572,DK872,Intellectual Disability Nursing,300,317,300,317
572,573,DK874,Mental Health Nursing,356,378,356,378
573,574,DK876,Early Childhood Studies,305,359,305,359
574,575,DK877,Midwifery,398*,441,398*,441
575,576,DK880,Health and Physical Activity,300,367,300,367
576,577,DK882,Agriculture (Award options),303,358,303,358
577,578,DK883,Science (Award options),300,369,300,369
579,580,GA181,Accounting,303,378,303,378
580,581,GA182,Business,290,347,290,347
581,582,GA183,Business Information Systems,309,373,309,373
582,583,GA184,Marketing and Sales,307,348,307,348
583,584,GA185,Finance and Economics,307,398,307,398
584,585,GA186,Business with Entrepreneurship,297,328,297,328
585,586,GA187,Rural Enterprise and Agri-Business (Mountbellew Campus),280,367,280,367
586,587,GA281,Film and Documentary,287,360,287,360
587,588,GA282,Heritage Studies,238,308,238,308
588,589,GA283,Contemporary Art,260,340,260,340
589,590,GA284,Design,309,377,309,377
590,591,GA380,International Hotel Management,225,289,225,289
591,592,GA381,International Tourism Management,261,290,261,290
592,593,GA382,Culinary and Gastronomic Science,225,316,225,316
593,594,GA384,Event Management with Public Relations,209,289,209,289
594,595,GA385,Retail Management,219,319,219,319
595,596,GA480,Construction Management,260,312,260,312
596,597,GA482,Quantity Surveying and Construction Economics,280,340,280,340
597,598,GA483,Architectural Technology,251,321,251,321
598,599,GA484,Civil Engineering,270,362,270,362
599,600,GA580,Software and Electronic Engineering,301,351,301,351
600,601,GA680,Mechanical Engineering,336,389,336,389
601,602,GA681,Energy Engineering,281,328,281,328
602,603,GA682,Biomedical Engineering,331,383,331,383
603,604,GA683,Agricultural Engineering,301,365,301,365
604,605,GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),346,406,346,406
605,606,GA780,Applied Freshwater and Marine Biology,300,360,300,360
606,607,GA781,Applied Biology and Biopharmaceutical Science,317,376,317,376
607,608,GA782,Chemical and Pharmaceutical Science,307,346,307,346
608,609,GA783,Physics and Instrumentation,373,378,373,378
609,610,GA784,Science (Undenominated),327,377,327,377
610,611,GA785,Medical Science,451,486,451,486
611,612,GA786,Forensic Science and Analysis,300,366,300,366
612,613,GA787,Computing in Software Development,275,327,275,327
613,614,GA788,Computing and Digital Media,270,327,270,327
614,615,GA789,Agriculture and Environmental Management (Mountbellew Campus),297,339,297,339
615,616,GA790,Sport and Exercise Science,350,379,350,379
616,617,GA791,Public Health Nutrition,364,397,364,397
617,618,GA880,General Nursing - Mayo Campus,389*,400,389*,400
618,619,GA882,Psychiatric Nursing - Mayo Campus,346,370,346,370
619,620,GA885,Outdoor Education - Mayo Campus,210,298,210,298
620,621,GA887,History and Geography - Mayo Campus,228,296,228,296
621,622,GA889,Applied Social Care - Mayo Campus,260,297,260,297
622,623,GA890,Early Childhood Care and Education - Mayo Campus,278,319,278,319
623,624,GA980,Education (Design Graphics and Construction) - Letterfrack Campus,376,389,376,389
624,625,GA981,Furniture Design and Manufacture - Letterfrack Campus,271,350,271,350
625,626,GA982,Furniture and Wood Technology - Letterfrack Campus,270,352,270,352
627,628,GY101,Arts (Joint-Honours),300,374,300,374
628,629,GY104,Arts (Psychology),507,529,507,529
629,630,GY105,Arts (History),318,358,318,358
630,631,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),330,397,330,397
631,632,GY109,Arts (Mathematics and Education),411,487,411,487
632,633,GY110,Arts with Children's Studies,382,409,382,409
633,634,GY111,Arts with Creative Writing,402,472,402,472
634,635,GY112,Arts with Film Studies,338,370,338,370
635,636,GY113,Arts with Human Rights,338,409,338,409
636,637,GY115,Arts with Performing Arts Studies,328,367,328,367
637,638,GY118,"Arts (Drama, Theatre and Performance Studies)",410,451,410,451
638,639,GY119,Journalism,410,475,410,475
639,640,GY120,"Arts (Child, Youth and Family: Policy and Practice)",309,346,309,346
640,641,GY121,Arts (Children's Studies),356,389,356,389
641,642,GY122,Na Dána (Cumarsáid agus Gaeilge),308,399,308,399
642,643,GY123,BSc (Applied Social Sciences),357,388,357,388
643,644,GY124,Arts (Arts with Data Science),434,466,434,466
644,645,GY125,Arts (Digital Arts and Technology),324,379,324,379
645,646,GY126,Arts (English and Media Studies),418,451,418,451
646,647,GY127,Arts (Film and Digital Media),387,435,387,435
647,648,GY128,Arts (Global Languages),370,440,370,440
648,649,GY129,Arts (International),408,477,408,477
649,650,GY130,Arts (Music),400,444,400,444
650,651,GY131,Arts (History and Globalisation Studies),340,431,340,431
651,652,GY132,"Government (Politics, Economics and Law)",402,444,402,444
652,653,GY133,Education (Computer Science and Mathematical  Studies),401,466,401,466
653,654,GY201,Commerce,420,453,420,453
654,655,GY202,Commerce (International) with French,484,513,484,513
655,656,GY203,Commerce (International) with German,489,541,489,541
656,657,GY204,Commerce (International) with Spanish,484,500,484,500
657,658,GY206,Business Information Systems (Work Placement & Optional Int`l Study),431,445,431,445
658,659,GY207,Commerce (Accounting) including optional Global Experience year,486,510,486,510
659,660,GY208,Commerce (Gaeilge),473,488,473,488
660,661,GY209,Commerce (Global Experience),509,531,509,531
661,662,GY250,Law & Business,436,467,436,467
662,663,GY251,Law,473,498,473,498
663,664,GY252,Law & Human Rights,510,521,510,521
664,665,GY261,"Business Studies (International Hotel Management, Shannon)",#486,615,#486,615
665,666,GY262,"Commerce (International Hotel Management, Shannon)",#671,726,#671,726
666,667,GY301,Science,400,456,400,456
667,668,GY303,Biomedical Science,533,566,533,566
668,669,GY304,Biotechnology,473,507,473,507
669,670,GY308,Environmental Science,413,440,413,440
670,671,GY309,Financial Mathematics and Economics,454,498,454,498
671,672,GY310,Marine Science,409,456,409,456
672,673,GY313,Environmental Health and Safety,402,435,402,435
673,674,GY314,Earth and Ocean Sciences,402,425,402,425
674,675,GY318,Biopharmaceutical Chemistry,510,532,510,532
675,676,GY319,Mathematical Science,456,531,456,531
676,677,GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",401,487,401,487
677,678,GY350,Computer Science and Information Technology,425,466,425,466
678,679,GY401,Engineering (Undenominated),444,499,444,499
679,680,GY402,Civil Engineering,509,543,509,543
680,681,GY405,Mechanical Engineering,443,499,443,499
681,682,GY406,Electronic and Computer Engineering,509,547,509,547
682,683,GY408,Biomedical Engineering,519,543,519,543
683,684,GY410,Project and Construction Management,434,464,434,464
684,685,GY413,Energy Systems Engineering,532,589,532,589
685,686,GY414,Electrical and Electronic Engineering,454,487,454,487
686,687,GY501,"Medicine (five year/six year course, HPAT required)",#726*,731,#726*,731
687,688,GY502,Occupational Therapy,532,543,532,543
688,689,GY503,Speech and Language Therapy,529,543,529,543
689,690,GY504,Podiatric Medicine,434,463,434,463
690,691,GY515,General Nursing (Galway and Portiuncula),442,466,442,466
691,692,GY516,Mental Health Nursing,388,413,388,413
692,693,GY517,Midwifery,429,468,429,468
694,695,LY108,Business - Accounting,318,399,318,399
695,696,LY118,Business,287,352,287,352
696,697,LY208,Law,300,359,300,359
697,698,LY218,Business - with Spanish/Irish options,298,367,298,367
698,699,LY228,Sports and Exercise (Common Entry),278,330,278,330
699,700,LY408,Design (Common Entry),#307,368,#307,368
700,701,LY508,Fire Safety Engineering,270,299,270,299
701,702,LY518,Quantity Surveying,307,368,307,368
702,703,LY528,Construction Management,267,291,267,291
703,704,LY608,Mechanical Engineering,304,333,304,333
704,705,LY618,Electronics and Embedded Systems,307,339,307,339
705,706,LY708,Applied Computing,300,348,300,348
706,707,LY818,Science (Common Entry),302,371,302,371
707,708,LY828,Agriculture (Common Entry),300,342,300,342
708,709,LY908,General Nursing,383,390,383,390
709,710,LY918,Psychiatric Nursing,291*,332,291*,332
710,711,LY928,Intellectual Disability Nursing,288,299,288,299
711,712,LY968,"Early Childhood Care, Health and Education",300,336,300,336
712,713,LY978,Health & Social Care (Common Entry),260,299,260,299
714,715,MI001,Contemporary & Applied Theatre Studies,345,381,345,381
715,716,MI002,Arts (offered in conjunction with the University of Limerick),300,378,300,378
716,717,MI005,Education - Primary Teaching,473*,506,473*,506
717,718,MI006,Education - Primary Teaching (Gaeltacht Applicants),#442,473,#442,473
718,719,MI007,Early Childhood Care and Education,366,402,366,402
719,720,MI008,Education and Psychology - Primary Teaching,543,555,543,555
720,721,MI009,"Education, Business Studies and Accounting (Thurles Campus)",392,420,392,420
721,722,MI010,"Education, Business Studies and Religious Studies (Thurles Campus)",326,355,326,355
722,723,MI011,"Education, Irish and Religious Studies (Thurles Campus)",377,387,377,387
723,724,MI012,"Education, Irish and Business Studies (Thurles Campus)",398,440,398,440
724,725,MI013,"Education, Mathematics and Gaeilge (Thurles Campus)",433,465,433,465
726,727,CI101,Counselling and Psychotherapy (Limerick),276,328,276,328
728,729,LC110,"Art and Design (Common Entry, portfolio)",#734,918,#734,918
729,730,LC114,Fashion and Textiles for Product and Costume (portfolio),#900,988,#900,988
730,731,LC220,Digital Marketing,254,288,254,288
731,732,LC223,Law and Taxation,308,372,308,372
732,733,LC224,Accounting and Finance,299,382,299,382
733,734,LC225,Marketing and Management,298,337,298,337
734,735,LC226,Enterprise and Innovation,216,298,216,298
735,736,LC233,Software Development,300,371,300,371
736,737,LC234,Interactive Digital Media,219,288,219,288
737,738,LC236,Internet Systems Development,298,319,298,319
738,739,LC239,Computer Networks and Systems Management,335,347,335,347
739,740,LC241,Construction Management,276,303,276,303
740,741,LC242,Property Valuation and Management,292,328,292,328
741,742,LC243,Quantity Surveying,281,360,281,360
742,743,LC248,Built Environment (Common Entry),307,350,307,350
743,744,LC252,Civil Engineering Management,281,331,281,331
744,745,LC263,Clinical Technology,282,359,282,359
745,746,LC265,Forensic and Pharmaceutical Sciences,335,368,335,368
746,747,LC266,Drug and Medicinal Product Analysis,236,299,236,299
747,748,LC275,Electrical Engineering,288,340,288,340
748,749,LC288,Mechanical Engineering,307,360,307,360
749,750,LC289,Precision Engineering,280,369,280,369
750,751,LC292,Social Care Work,360,389,360,389
751,752,LC293,Business Studies with Travel and Tourism Management,299,326,299,326
752,753,LC294,Business Studies with Event Management,271,300,271,300
753,754,LC295,Business Studies with Sports Management,263,298,263,298
754,755,LC297,Community Development,217,269,217,269
755,756,LC320,Business,337,378,337,378
756,757,LC330,Business with Computing,298,326,298,326
757,758,LC340,Interior Design,298,349,298,349
758,759,LC362,Biotechnology and Biopharmaceutical Sciences,379,402,379,402
759,760,LC371,Creative Broadcast and Film Production,298,339,298,339
760,761,LC372,Music Technology and Production,321,369,321,369
761,762,LC374,Renewable and Electrical Energy Engineering,317,368,317,368
762,763,LC375,Industrial Automation & Robotic Systems,321,368,321,368
763,764,LC376,Electronic Engineering,308,346,308,346
764,765,LC380,Automotive Engineering and Transport Management,282,329,282,329
765,766,LC392,Beauty and Spa Management,217,318,217,318
766,767,LC393,Early Childhood Education & Care,260,309,260,309
767,768,LC401,Early Childhood Education & Care (Thurles),298,387,298,387
768,769,LC402,Social Care Work (Thurles),209,290,209,290
769,770,LC408,Environmental and Geographical Sciences (Thurles),262,346,262,346
770,771,LC411,Marketing and Management (Thurles),226,300,226,300
771,772,LC418,Computing - Games Design and Development (Thurles),271,318,271,318
772,773,LC422,Sports Strength and Conditioning (Thurles),288,333,288,333
773,774,LC434,Environmental Management in Agriculture (Thurles),278,347,278,347
774,775,LC502,"Game Art and Design (Clonmel, portfolio)",#838,950,#838,950
775,776,LC517,Creative Media and Design (Clonmel),229,273,229,273
776,777,LC518,"Digital Animation Production (Clonmel, portfolio)",#816,962,#816,962
777,778,LC612,Social Care Work (Ennis),319,338,319,338
778,779,LC613,Early Childhood Education & Care (Ennis),346,388,346,388
780,781,LM002,Arts (offered in conjunction with Mary Immaculate College),329,388,329,388
781,782,LM020,Law and Accounting,436,476,436,476
782,783,LM026,Performing Arts (audition required),#307,367,#307,367
783,784,LM028,Criminal Justice,387,409,387,409
784,785,LM029,Law Plus,473,499,473,499
785,786,LM038,Psychology and Sociology,478,489,478,489
786,787,LM039,Journalism and New Media,388,430,388,430
787,788,LM040,European Studies,350,462,350,462
788,789,LM044,Applied Languages,404,473,404,473
789,790,LM050,Business Studies,419,455,419,455
790,791,LM056,International Business,511,543,511,543
791,792,LM058,Financial Mathematics,434,543,434,543
792,793,LM063,Technology Management,372,409,372,409
793,794,LM068,Food Science and Health,400,430,400,430
794,795,LM076,Product Design and Technology (portfolio required),#402,466,#402,466
795,796,LM077,Aeronautical Engineering,469,531,469,531
796,797,LM082,Construction Management and Engineering,368,404,368,404
797,798,LM089,Sport and Exercise Sciences,441,466,441,466
798,799,LM090,Physical Education with concurrent Teacher Education,498*,520,498*,520
799,800,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),478,509,478,509
800,801,LM093,Equine Science,338,381,338,381
801,802,LM094,Materials and Architectural Technology with concurrent Teacher Education,405,433,405,433
802,803,LM095,Materials and Engineering Technology with concurrent Teacher Education,358,409,358,409
803,804,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),382,422,382,422
804,805,LM099,Architecture (portfolio required),#419,473,#419,473
805,806,LM100,Physiotherapy,565*,577,565*,577
806,807,LM101,Medicine  - Graduate Entry (GAMSAT required),#55*,57,#55*,57
807,808,LM102,Psychology,495,519,495,519
808,809,LM103,Paramedic Studies (B and C1 Drivers Licence),#313,403,#313,403
809,810,LM115,Chemical and Biochemical Engineering,456,520,456,520
810,811,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),434,498,434,498
811,812,LM118,Electronic and Computer Engineering,401,498,401,498
812,813,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),352,420,352,420
813,814,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),330,430,330,430
814,815,LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),412,455,412,455
815,816,LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Scien,e)427,521,e)427,521
816,817,LM125,Physics (Applied Physics/Mathematics and Physics),405,509,405,509
817,818,LM150,General Nursing,440*,463,440*,463
818,819,LM152,Mental Health Nursing,388,418,388,418
819,820,LM154,Intellectual Disability Nursing,381*,408,381*,408
820,821,LM156,Midwifery,429,444,429,444
822,823,MU001,Theology and Arts,290,318,290,318
823,824,MU002,Theology,292,377,292,377
825,826,MH001,Education - Primary Teaching (Froebel),496*,520,496*,520
826,827,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),#441*,,#441*,
827,828,MH101,Arts,316,369,316,369
828,829,MH103,Music,#,367,#,367
829,830,MH106,Psychology - 3 years,495,499,495,499
830,831,MH107,Social Science,326,349,326,349
831,832,MH109,Media Studies,317,377,317,377
832,833,MH116,Community and Youth Work (Full-Time),#,271,#,271
833,834,MH201,Science,350,392,350,392
834,835,MH202,Biotechnology,429,446,429,446
835,836,MH204,Physics with Astrophysics,420,488,420,488
836,837,MH206,Theoretical Physics and Mathematics,498,566,498,566
837,838,MH207,Data Science,434,466,434,466
838,839,MH208,Biological and Biomedical Sciences,451,476,451,476
839,840,MH209,Psychology (through Science) - 4 years,473,485,473,485
840,841,MH210,Pharmaceutical and Biomedical Chemistry,446,466,446,466
841,842,MH212,Science/Computer Science/Mathematics (with Education) - options,444,476,444,476
842,843,MH304,Engineering (Computer/Electronic/Communications),371,423,371,423
843,844,MH305,Product Design,358,411,358,411
844,845,MH306,Robotics and Intelligent Devices,361,424,361,424
845,846,MH401,Finance (options),352,392,352,392
846,847,MH402,Quantitative Finance,476,487,476,487
847,848,MH403,Accounting and Finance,402,432,402,432
848,849,MH404,Business (options),400,429,400,429
849,850,MH405,Equine Business,357,398,357,398
850,851,MH407,Business and Accounting,401,420,401,420
851,852,MH411,Entrepreneurship,358,388,358,388
852,853,MH501,LLB Law - four year Single Major Law programme,451,476,451,476
853,854,MH502,Law (options),410,442,410,442
854,855,MH601,Computer Science through Arts (options),342,369,342,369
855,856,MH602,Computer Science through Science (options),357,413,357,413
856,857,MH603,Computational Thinking,520,543,520,543
857,858,MH801,Early Childhood - Teaching and Learning (part-time),347,358,347,358
858,859,MH802,"Community and Youth Work (part-time, in service",#,,#,
859,860,MH803,"Local Studies or Community Studies (part-time, evening)- Mature Students",#,,#,
861,862,AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",456*,497,456*,497
862,863,AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",400*,433,400*,433
863,864,AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",421,457,421,457
864,865,AS051,"Nutrition, Food and Business Management",337,399,337,399
865,866,AS054,Home Economics,387,401,387,401
866,867,AS110,General Nursing,391*,409,391*,409
867,868,AS130,Intellectual Disability Nursing,317,338,317,338
869,870,SG141,Business,252,317,252,317
870,871,SG142,Business in International Marketing and Sales with French,270,388,270,388
871,872,SG144,Business in International Marketing and Sales with Spanish,280,388,280,388
872,873,SG146,Accounting,307,347,307,347
873,874,SG147,Sport with Business,269,316,269,316
874,875,SG148,Tourism with Event Management,246,282,246,282
875,876,SG149,Business in Finance and Investment,262,357,262,357
876,877,SG241,Performing Arts,279,348,279,348
877,878,SG242,Early Childhood Care and Education,278,318,278,318
878,879,SG243,Social Care Practice,297,338,297,338
879,880,SG244,Fine Art,#355,496,#355,496
880,881,SG245,Creative Design,261,338,261,338
881,882,SG246,Computing,295,368,295,368
882,883,SG247,English and Psychology,308,336,308,336
883,884,SG248,Sociology and Politics,282,320,282,320
884,885,SG249,Writing and Literature,279,338,279,338
885,886,SG250,Application Design and User Experience,290,431,290,431
886,887,SG251,Computing (Smart Technologies),303,391,303,391
887,888,SG252,Software Development,300,354,300,354
888,889,SG253,Computer Networks and Cloud Infrastructure,273,341,273,341
889,890,SG343,Quantity Surveying,261,302,261,302
890,891,SG346,Construction Project Management and Applied Technology,289,351,289,351
891,892,SG347,Architecture,309,357,309,357
892,893,SG441,Environmental Science,297,358,297,358
893,894,SG442,Occupational Safety and Health,289,330,289,330
894,895,SG443,Human Nutrition,357,419,357,419
895,896,SG444,Science (Undenominated),308,369,308,369
896,897,SG445,Pharmaceutical Science with Drug Development,347,369,347,369
897,898,SG446,Applied Archaeology,289,290,289,290
898,899,SG447,Health Science and Physical Activity,316,363,316,363
899,900,SG448,Forensic Investigation and Analysis,306,348,306,348
900,901,SG449,Medical Biotechnology,329,352,329,352
902,903,TL801,Animation Visual Effects and Motion Design,281,341,281,341
903,904,TL802,"TV, Radio and New Media",306,356,306,356
904,905,TL803,Music Technology,264,288,264,288
905,906,TL810,Computing with Software Development,309,341,309,341
906,907,TL811,Computing with Games Development,310,334,310,334
907,908,TL812,Computing with Digital Media,369,369,369,369
908,909,TL815,Computing (Degree Award options),308,378,308,378
909,910,TL823,Event Management (3 year programme),291,346,291,346
910,911,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),307,372,307,372
911,912,TL842,Construction Management,,,,
912,913,TL844,Agricultural Engineering,311,368,311,368
913,914,TL845,Civil Engineering,300,364,300,364
914,915,TL847,Manufacturing Engineering,,,,
915,916,TL848,Agricultural Science,331,362,331,362
916,917,TL851,Wildlife Biology (Degree Award options),310,362,310,362
917,918,TL855,Pharmaceutical Science (Degree Award options),342,386,342,386
918,919,TL858,Veterinary Bioscience,326,369,326,369
919,920,TL871,Health and Leisure (Degree Award options),303,346,303,346
920,921,TL872,Health and Leisure with Massage,288,357,288,357
921,922,TL873,Coaching and Sports Performance,282,336,282,336
922,923,TL880,Early Childhood Care and Education,307,347,307,347
923,924,TL881,Social Care,308,356,308,356
924,925,TL889,Counselling with Addiction - Mature applicants only,#,,#,
925,926,TL890,General Nursing and Mature Applicants,407,431,407,431
926,927,TL891,Mental Health Nursing and Mature Applicants,367*,379,367*,379
928,929,WD001,Applied Computing (options),279,358,279,358
929,930,WD002,Science (options),302,377,302,377
930,931,WD005,Health Sciences (options),288,347,288,347
931,932,WD006,Exercise Sciences (options),282,337,282,337
932,933,WD007,Engineering (options),287,382,287,382
933,934,WD025,Construction Management and Engineering,269,327,269,327
934,935,WD027,Music,#290,317,#290,317
935,936,WD048,Business (options),278,357,278,357
936,937,WD084,Accounting,307,403,307,403
937,938,WD091,Hospitality Management,210,281,210,281
938,939,WD116,General Nursing,413,430,413,430
939,940,WD117,Psychiatric Nursing,361,382,361,382
940,941,WD120,Intellectual Disability Nursing,338,359,338,359
941,942,WD134,International Business,289,350,289,350
942,943,WD137,Design (Visual Communications),253,373,253,373
943,944,WD140,Laws,290,352,290,352
944,945,WD144,Architecture,283,385,283,385
945,946,WD147,Pharmaceutical Science,298,363,298,363
946,947,WD148,Tourism Marketing,269,338,269,338
947,948,WD149,Early Childhood Studies,288,336,288,336
948,949,WD150,Criminal Justice Studies,271,311,271,311
949,950,WD152,Visual Art,253,323,253,323
950,951,WD161,Computer Forensics and Security,262,401,262,401
951,952,WD162,Quantity Surveying,260,320,260,320
952,953,WD163,Psychology,390,429,390,429
953,954,WD186,Sports Coaching and Performance,276,327,276,327
954,955,WD187,Social Science,271,321,271,321
955,956,WD191,Agricultural Science,378,421,378,421
956,957,WD192,Social Care Practice,279,323,279,323
957,958,WD193,Marketing and Digital Media,290,358,290,358
958,959,WD194,Culinary Arts,235,331,235,331
959,960,WD195,Architectural and Building Information Modelling Technology,266,305,266,305
960,961,WD200,Arts (options),221,296,221,296
961,962,WD210,Software Systems Development,271,329,271,329
962,963,WD211,Creative Computing,275,322,275,322
963,964,WD212,Recreation and Sport Management,274,311,274,311
964,965,WD230,Mechanical and Manufacturing Engineering,273,348,273,348
