,index,Course Code,Course Title,EOS,Mid,EOS_Points
593,0,GA384,Event Management with Public Relations,209,,209
594,1,GA385,Retail Management,219,,219
595,2,GA480,Construction Management,260,,260
596,3,GA482,Quantity Surveying and Construction Economics,280,,280
597,4,GA483,Architectural Technology,251,,251
598,5,GA484,Civil Engineering,270,,270
599,6,GA580,Software and Electronic Engineering,301,,301
600,7,GA680,Mechanical Engineering,336,,336
601,8,GA681,Energy Engineering,281,,281
602,9,GA682,Biomedical Engineering,331,,331
603,10,GA683,Agricultural Engineering,301,,301
604,11,GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),346,,346
605,12,GA780,Applied Freshwater and Marine Biology,300,,300
606,13,GA781,Applied Biology and Biopharmaceutical Science,317,,317
607,14,GA782,Chemical and Pharmaceutical Science,307,,307
608,15,GA783,Physics and Instrumentation,373,,373
609,16,GA784,Science (Undenominated),327,,327
610,17,GA785,Medical Science,451,,451
611,18,GA786,Forensic Science and Analysis,300,,300
612,19,GA787,Computing in Software Development,275,,275
613,20,GA788,Computing and Digital Media,270,,270
614,21,GA789,Agriculture and Environmental Management (Mountbellew Campus),297,,297
615,22,GA790,Sport and Exercise Science,350,,350
616,23,GA791,Public Health Nutrition,364,,364
617,24,GA880,General Nursing - Mayo Campus,389*,,389
618,25,GA882,Psychiatric Nursing - Mayo Campus,346,,346
619,26,GA885,Outdoor Education - Mayo Campus,210,,210
620,27,GA887,History and Geography - Mayo Campus,228,,228
621,28,GA889,Applied Social Care - Mayo Campus,260,,260
622,29,GA890,Early Childhood Care and Education - Mayo Campus,278,,278
623,30,GA980,Education (Design Graphics and Construction) - Letterfrack Campus,376,,376
624,31,GA981,Furniture Design and Manufacture - Letterfrack Campus,271,,271
625,32,GA982,Furniture and Wood Technology - Letterfrack Campus,270,,270
627,34,GY101,Arts (Joint-Honours),300,,300
628,35,GY104,Arts (Psychology),507,,507
629,36,GY105,Arts (History),318,,318
630,37,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),330,,330
631,38,GY109,Arts (Mathematics and Education),411,,411
632,39,GY110,Arts with Children's Studies,382,,382
633,40,GY111,Arts with Creative Writing,402,,402
634,41,GY112,Arts with Film Studies,338,,338
635,42,GY113,Arts with Human Rights,338,,338
636,43,GY115,Arts with Performing Arts Studies,328,,328
637,44,GY118,"Arts (Drama, Theatre and Performance Studies)",410,,410
638,45,GY119,Journalism,410,,410
639,46,GY120,"Arts (Child, Youth and Family: Policy and Practice)",309,,309
640,47,GY121,Arts (Children's Studies),356,,356
641,48,GY122,Na Dána (Cumarsáid agus Gaeilge),308,,308
642,49,GY123,BSc (Applied Social Sciences),357,,357
643,50,GY124,Arts (Arts with Data Science),434,,434
644,51,GY125,Arts (Digital Arts and Technology),324,,324
645,52,GY126,Arts (English and Media Studies),418,,418
646,53,GY127,Arts (Film and Digital Media),387,,387
647,54,GY128,Arts (Global Languages),370,,370
648,0,GY129,Arts (International),408,,408
649,1,GY130,Arts (Music),400,,400
650,2,GY131,Arts (History and Globalisation Studies),340,,340
651,3,GY132,"Government (Politics, Economics and Law)",402,,402
652,4,GY133,Education (Computer Science and Mathematical  Studies),401,,401
653,5,GY201,Commerce,420,,420
654,6,GY202,Commerce (International) with French,484,,484
655,7,GY203,Commerce (International) with German,489,,489
656,8,GY204,Commerce (International) with Spanish,484,,484
657,9,GY206,Business Information Systems (Work Placement & Optional Int`l Study),431,,431
658,10,GY207,Commerce (Accounting) including optional Global Experience year,486,,486
659,11,GY208,Commerce (Gaeilge),473,,473
660,12,GY209,Commerce (Global Experience),509,,509
661,13,GY250,Law & Business,436,,436
662,14,GY251,Law,473,,473
663,15,GY252,Law & Human Rights,510,,510
664,16,GY261,"Business Studies (International Hotel Management, Shannon)",#486,,486
665,17,GY262,"Commerce (International Hotel Management, Shannon)",#671,,671
666,18,GY301,Science,400,,400
667,19,GY303,Biomedical Science,533,,533
668,20,GY304,Biotechnology,473,,473
669,21,GY308,Environmental Science,413,,413
670,22,GY309,Financial Mathematics and Economics,454,,454
671,23,GY310,Marine Science,409,,409
672,24,GY313,Environmental Health and Safety,402,,402
673,25,GY314,Earth and Ocean Sciences,402,,402
674,26,GY318,Biopharmaceutical Chemistry,510,,510
675,27,GY319,Mathematical Science,456,,456
676,28,GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",401,,401
677,29,GY350,Computer Science and Information Technology,425,,425
678,30,GY401,Engineering (Undenominated),444,,444
679,31,GY402,Civil Engineering,509,,509
680,32,GY405,Mechanical Engineering,443,,443
681,33,GY406,Electronic and Computer Engineering,509,,509
682,34,GY408,Biomedical Engineering,519,,519
683,35,GY410,Project and Construction Management,434,,434
684,36,GY413,Energy Systems Engineering,532,,532
685,37,GY414,Electrical and Electronic Engineering,454,,454
686,38,GY501,"Medicine (five year/six year course, HPAT required)",#726*,,726
687,39,GY502,Occupational Therapy,532,,532
688,40,GY503,Speech and Language Therapy,529,,529
689,41,GY504,Podiatric Medicine,434,,434
690,42,GY515,General Nursing (Galway and Portiuncula),442,,442
691,43,GY516,Mental Health Nursing,388,,388
692,44,GY517,Midwifery,429,,429
694,46,LY108,Business - Accounting,318,,318
695,47,LY118,Business,287,,287
696,48,LY208,Law,300,,300
697,49,LY218,Business - with Spanish/Irish options,298,,298
698,50,LY228,Sports and Exercise (Common Entry),278,,278
699,51,LY408,Design (Common Entry),#307,,307
700,52,LY508,Fire Safety Engineering,270,,270
701,53,LY518,Quantity Surveying,307,,307
702,54,LY528,Construction Management,267,,267
703,0,LY608,Mechanical Engineering,304,,304
704,1,LY618,Electronics and Embedded Systems,307,,307
705,2,LY708,Applied Computing,300,,300
706,3,LY818,Science (Common Entry),302,,302
707,4,LY828,Agriculture (Common Entry),300,,300
708,5,LY908,General Nursing,383,,383
709,6,LY918,Psychiatric Nursing,291*,,291
710,7,LY928,Intellectual Disability Nursing,288,,288
711,8,LY968,"Early Childhood Care, Health and Education",300,,300
712,9,LY978,Health & Social Care (Common Entry),260,,260
714,11,MI001,Contemporary & Applied Theatre Studies,345,,345
715,12,MI002,Arts (offered in conjunction with the University of Limerick),300,,300
716,13,MI005,Education - Primary Teaching,473*,,473
717,14,MI006,Education - Primary Teaching (Gaeltacht Applicants),#442,,442
718,15,MI007,Early Childhood Care and Education,366,,366
719,16,MI008,Education and Psychology - Primary Teaching,543,,543
720,17,MI009,"Education, Business Studies and Accounting (Thurles Campus)",392,,392
721,18,MI010,"Education, Business Studies and Religious Studies (Thurles Campus)",326,,326
722,19,MI011,"Education, Irish and Religious Studies (Thurles Campus)",377,,377
723,20,MI012,"Education, Irish and Business Studies (Thurles Campus)",398,,398
724,21,MI013,"Education, Mathematics and Gaeilge (Thurles Campus)",433,,433
726,23,CI101,Counselling and Psychotherapy (Limerick),276,,276
728,25,LC110,"Art and Design (Common Entry, portfolio)",#734,,734
729,26,LC114,Fashion and Textiles for Product and Costume (portfolio),#900,,900
730,27,LC220,Digital Marketing,254,,254
731,28,LC223,Law and Taxation,308,,308
732,29,LC224,Accounting and Finance,299,,299
733,30,LC225,Marketing and Management,298,,298
734,31,LC226,Enterprise and Innovation,216,,216
735,32,LC233,Software Development,300,,300
736,33,LC234,Interactive Digital Media,219,,219
737,34,LC236,Internet Systems Development,298,,298
738,35,LC239,Computer Networks and Systems Management,335,,335
739,36,LC241,Construction Management,276,,276
740,37,LC242,Property Valuation and Management,292,,292
741,38,LC243,Quantity Surveying,281,,281
742,39,LC248,Built Environment (Common Entry),307,,307
743,40,LC252,Civil Engineering Management,281,,281
744,41,LC263,Clinical Technology,282,,282
745,42,LC265,Forensic and Pharmaceutical Sciences,335,,335
746,43,LC266,Drug and Medicinal Product Analysis,236,,236
747,44,LC275,Electrical Engineering,288,,288
748,45,LC288,Mechanical Engineering,307,,307
749,46,LC289,Precision Engineering,280,,280
750,47,LC292,Social Care Work,360,,360
751,48,LC293,Business Studies with Travel and Tourism Management,299,,299
752,49,LC294,Business Studies with Event Management,271,,271
753,50,LC295,Business Studies with Sports Management,263,,263
754,51,LC297,Community Development,217,,217
755,52,LC320,Business,337,,337
756,53,LC330,Business with Computing,298,,298
757,54,LC340,Interior Design,298,,298
758,0,LC362,Biotechnology and Biopharmaceutical Sciences,379,,379
759,1,LC371,Creative Broadcast and Film Production,298,,298
760,2,LC372,Music Technology and Production,321,,321
761,3,LC374,Renewable and Electrical Energy Engineering,317,,317
762,4,LC375,Industrial Automation & Robotic Systems,321,,321
763,5,LC376,Electronic Engineering,308,,308
764,6,LC380,Automotive Engineering and Transport Management,282,,282
765,7,LC392,Beauty and Spa Management,217,,217
766,8,LC393,Early Childhood Education & Care,260,,260
767,9,LC401,Early Childhood Education & Care (Thurles),298,,298
768,10,LC402,Social Care Work (Thurles),209,,209
769,11,LC408,Environmental and Geographical Sciences (Thurles),262,,262
770,12,LC411,Marketing and Management (Thurles),226,,226
771,13,LC418,Computing - Games Design and Development (Thurles),271,,271
772,14,LC422,Sports Strength and Conditioning (Thurles),288,,288
773,15,LC434,Environmental Management in Agriculture (Thurles),278,,278
774,16,LC502,"Game Art and Design (Clonmel, portfolio)",#838,,838
775,17,LC517,Creative Media and Design (Clonmel),229,,229
776,18,LC518,"Digital Animation Production (Clonmel, portfolio)",#816,,816
777,19,LC612,Social Care Work (Ennis),319,,319
778,20,LC613,Early Childhood Education & Care (Ennis),346,,346
780,22,LM002,Arts (offered in conjunction with Mary Immaculate College),329,,329
781,23,LM020,Law and Accounting,436,,436
782,24,LM026,Performing Arts (audition required),#307,,307
783,25,LM028,Criminal Justice,387,,387
784,26,LM029,Law Plus,473,,473
785,27,LM038,Psychology and Sociology,478,,478
786,28,LM039,Journalism and New Media,388,,388
787,29,LM040,European Studies,350,,350
788,30,LM044,Applied Languages,404,,404
789,31,LM050,Business Studies,419,,419
790,32,LM056,International Business,511,,511
791,33,LM058,Financial Mathematics,434,,434
792,34,LM063,Technology Management,372,,372
793,35,LM068,Food Science and Health,400,,400
794,36,LM076,Product Design and Technology (portfolio required),#402,,402
795,37,LM077,Aeronautical Engineering,469,,469
796,38,LM082,Construction Management and Engineering,368,,368
797,39,LM089,Sport and Exercise Sciences,441,,441
798,40,LM090,Physical Education with concurrent Teacher Education,498*,,498
799,41,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),478,,478
800,42,LM093,Equine Science,338,,338
801,43,LM094,Materials and Architectural Technology with concurrent Teacher Education,405,,405
802,44,LM095,Materials and Engineering Technology with concurrent Teacher Education,358,,358
803,45,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),382,,382
804,46,LM099,Architecture (portfolio required),#419,,419
805,47,LM100,Physiotherapy,565*,,565
806,48,LM101,Medicine  - Graduate Entry (GAMSAT required),#55*,,55
807,49,LM102,Psychology,495,,495
808,50,LM103,Paramedic Studies (B and C1 Drivers Licence),#313,,313
809,51,LM115,Chemical and Biochemical Engineering,456,,456
810,52,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),434,,434
811,53,LM118,Electronic and Computer Engineering,401,,401
812,54,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),352,,352
813,0,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),330,,330
814,1,LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),412,,412
815,2,LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Scien,e)427,,427
816,3,LM125,Physics (Applied Physics/Mathematics and Physics),405,,405
817,4,LM150,General Nursing,440*,,440
818,5,LM152,Mental Health Nursing,388,,388
819,6,LM154,Intellectual Disability Nursing,381*,,381
820,7,LM156,Midwifery,429,,429
822,9,MU001,Theology and Arts,290,,290
823,10,MU002,Theology,292,,292
825,12,MH001,Education - Primary Teaching (Froebel),496*,,496
826,13,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),#441*,,441
827,14,MH101,Arts,316,,316
828,15,MH103,Music,#,,
829,16,MH106,Psychology - 3 years,495,,495
830,17,MH107,Social Science,326,,326
831,18,MH109,Media Studies,317,,317
832,19,MH116,Community and Youth Work (Full-Time),#,,
833,20,MH201,Science,350,,350
834,21,MH202,Biotechnology,429,,429
835,22,MH204,Physics with Astrophysics,420,,420
836,23,MH206,Theoretical Physics and Mathematics,498,,498
837,24,MH207,Data Science,434,,434
838,25,MH208,Biological and Biomedical Sciences,451,,451
839,26,MH209,Psychology (through Science) - 4 years,473,,473
840,27,MH210,Pharmaceutical and Biomedical Chemistry,446,,446
841,28,MH212,Science/Computer Science/Mathematics (with Education) - options,444,,444
842,29,MH304,Engineering (Computer/Electronic/Communications),371,,371
843,30,MH305,Product Design,358,,358
844,31,MH306,Robotics and Intelligent Devices,361,,361
845,32,MH401,Finance (options),352,,352
846,33,MH402,Quantitative Finance,476,,476
847,34,MH403,Accounting and Finance,402,,402
848,35,MH404,Business (options),400,,400
849,36,MH405,Equine Business,357,,357
850,37,MH407,Business and Accounting,401,,401
851,38,MH411,Entrepreneurship,358,,358
852,39,MH501,LLB Law - four year Single Major Law programme,451,,451
853,40,MH502,Law (options),410,,410
854,41,MH601,Computer Science through Arts (options),342,,342
855,42,MH602,Computer Science through Science (options),357,,357
856,43,MH603,Computational Thinking,520,,520
857,44,MH801,Early Childhood - Teaching and Learning (part-time),347,,347
858,45,MH802,"Community and Youth Work (part-time, in service",#,,
859,46,MH803,"Local Studies or Community Studies (part-time, evening)- Mature Students",#,,
861,48,AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",456*,,456
862,49,AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",400*,,400
863,50,AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",421,,421
864,51,AS051,"Nutrition, Food and Business Management",337,,337
865,52,AS054,Home Economics,387,,387
866,53,AS110,General Nursing,391*,,391
867,54,AS130,Intellectual Disability Nursing,317,,317
869,1,SG141,Business,252,,252
870,2,SG142,Business in International Marketing and Sales with French,270,,270
871,3,SG144,Business in International Marketing and Sales with Spanish,280,,280
872,4,SG146,Accounting,307,,307
873,5,SG147,Sport with Business,269,,269
874,6,SG148,Tourism with Event Management,246,,246
875,7,SG149,Business in Finance and Investment,262,,262
876,8,SG241,Performing Arts,279,,279
877,9,SG242,Early Childhood Care and Education,278,,278
878,10,SG243,Social Care Practice,297,,297
879,11,SG244,Fine Art,#355,,355
880,12,SG245,Creative Design,261,,261
881,13,SG246,Computing,295,,295
882,14,SG247,English and Psychology,308,,308
883,15,SG248,Sociology and Politics,282,,282
884,16,SG249,Writing and Literature,279,,279
885,17,SG250,Application Design and User Experience,290,,290
886,18,SG251,Computing (Smart Technologies),303,,303
887,19,SG252,Software Development,300,,300
888,20,SG253,Computer Networks and Cloud Infrastructure,273,,273
889,21,SG343,Quantity Surveying,261,,261
890,22,SG346,Construction Project Management and Applied Technology,289,,289
891,23,SG347,Architecture,309,,309
892,24,SG441,Environmental Science,297,,297
893,25,SG442,Occupational Safety and Health,289,,289
894,26,SG443,Human Nutrition,357,,357
895,27,SG444,Science (Undenominated),308,,308
896,28,SG445,Pharmaceutical Science with Drug Development,347,,347
897,29,SG446,Applied Archaeology,289,,289
898,30,SG447,Health Science and Physical Activity,316,,316
899,31,SG448,Forensic Investigation and Analysis,306,,306
900,32,SG449,Medical Biotechnology,329,,329
902,34,TL801,Animation Visual Effects and Motion Design,281,,281
903,35,TL802,"TV, Radio and New Media",306,,306
904,36,TL803,Music Technology,264,,264
905,37,TL810,Computing with Software Development,309,,309
906,38,TL811,Computing with Games Development,310,,310
907,39,TL812,Computing with Digital Media,369,,369
908,40,TL815,Computing (Degree Award options),308,,308
909,41,TL823,Event Management (3 year programme),291,,291
910,42,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),307,,307
911,43,TL842,Construction Management,,,
912,44,TL844,Agricultural Engineering,311,,311
913,45,TL845,Civil Engineering,300,,300
914,46,TL847,Manufacturing Engineering,,,
915,47,TL848,Agricultural Science,331,,331
916,48,TL851,Wildlife Biology (Degree Award options),310,,310
917,49,TL855,Pharmaceutical Science (Degree Award options),342,,342
918,50,TL858,Veterinary Bioscience,326,,326
919,51,TL871,Health and Leisure (Degree Award options),303,,303
920,52,TL872,Health and Leisure with Massage,288,,288
921,53,TL873,Coaching and Sports Performance,282,,282
922,54,TL880,Early Childhood Care and Education,307,,307
923,0,TL881,Social Care,308,,308
924,1,TL889,Counselling with Addiction - Mature applicants only,#,,
925,2,TL890,General Nursing and Mature Applicants,407,,407
926,3,TL891,Mental Health Nursing and Mature Applicants,367*,,367
928,5,WD001,Applied Computing (options),279,,279
929,6,WD002,Science (options),302,,302
930,7,WD005,Health Sciences (options),288,,288
931,8,WD006,Exercise Sciences (options),282,,282
932,9,WD007,Engineering (options),287,,287
933,10,WD025,Construction Management and Engineering,269,,269
934,11,WD027,Music,#290,,290
935,12,WD048,Business (options),278,,278
936,13,WD084,Accounting,307,,307
937,14,WD091,Hospitality Management,210,,210
938,15,WD116,General Nursing,413,,413
939,16,WD117,Psychiatric Nursing,361,,361
940,17,WD120,Intellectual Disability Nursing,338,,338
941,18,WD134,International Business,289,,289
942,19,WD137,Design (Visual Communications),253,,253
943,20,WD140,Laws,290,,290
944,21,WD144,Architecture,283,,283
945,22,WD147,Pharmaceutical Science,298,,298
946,23,WD148,Tourism Marketing,269,,269
947,24,WD149,Early Childhood Studies,288,,288
948,25,WD150,Criminal Justice Studies,271,,271
949,26,WD152,Visual Art,253,,253
950,27,WD161,Computer Forensics and Security,262,,262
951,28,WD162,Quantity Surveying,260,,260
952,29,WD163,Psychology,390,,390
953,30,WD186,Sports Coaching and Performance,276,,276
954,31,WD187,Social Science,271,,271
955,32,WD191,Agricultural Science,378,,378
956,33,WD192,Social Care Practice,279,,279
957,34,WD193,Marketing and Digital Media,290,,290
958,35,WD194,Culinary Arts,235,,235
959,36,WD195,Architectural and Building Information Modelling Technology,266,,266
960,37,WD200,Arts (options),221,,221
961,38,WD210,Software Systems Development,271,,271
962,39,WD211,Creative Computing,275,,275
963,40,WD212,Recreation and Sport Management,274,,274
964,41,WD230,Mechanical and Manufacturing Engineering,273,,273
