,index,Course Code,Course Title,EOS,Mid,EOS_Points,Mid_Points
510,23,DN670,Economics and Finance,589*,601,589,601
511,24,DN700,Social Sciences,386,454,386,454
512,25,DN710,Economics,467,488,467,488
513,26,DN720,Psychology,500,530,500,530
514,27,DN750,Social Policy and Sociology,AQA,359,,359
515,30,DK810,Accounting and Finance,304,357,304,357
516,31,DK816,Business Studies,301,358,301,358
517,32,DK817,Business Studies (Years 1 & 2 at Monaghan Inst. and final year at DKIT),320,347,320,347
518,33,DK820,Computing in Games Development,305,337,305,337
519,34,DK821,Computing,306,340,306,340
520,35,DK830,Building Surveying,301,348,301,348
521,36,DK831,Architectural Technology,301,331,301,331
522,37,DK832,Construction Management,303,357,303,357
523,38,DK843,Engineering (Common Entry with Award Options),325,424,325,424
524,39,DK860,Applied Music,#,,,
525,40,DK861,Digital Humanities,310,344,310,344
526,41,DK862,Social Care,301,339,301,339
527,42,DK863,Communications in Creative Media,308,348,308,348
528,43,DK864,Film and Television Production,301,338,301,338
529,44,DK865,Production of Music and Audio,302,327,302,327
530,45,DK870,General Nursing,380*,399,380,399
531,46,DK872,Intellectual Disability Nursing,301,346,301,346
532,47,DK874,Mental Health Nursing,339,366,339,366
533,48,DK876,Early Childhood Studies,300,348,300,348
534,49,DK877,Midwifery,400,425,400,425
535,50,DK880,Health and Physical Activity,300,347,300,347
536,51,DK881,Environmental Bioscience,300,327,300,327
537,52,DK882,Agriculture (Award Options),327,368,327,368
538,53,DK883,Science (Common Entry with Award Options),301,371,301,371
539,54,DK890,Multimedia Web Development,,,,
540,3,GA181,Accounting,308,358,308,358
541,4,GA182,Business,290,347,290,347
542,5,GA183,Business Information Systems,300,378,300,378
543,6,GA184,Marketing and Sales,304,366,304,366
544,7,GA185,Finance and Economics,300,358,300,358
545,8,GA186,Business with Entrepreneurship,291,330,291,330
546,9,GA187,Rural Enterprise and Agri-Business - Mountbellew Campus,280,320,280,320
547,10,GA281,Film and Documentary,342,373,342,373
548,11,GA282,Heritage Studies,209,281,209,281
549,12,GA283,Contemporary Art,254,336,254,336
550,13,GA284,Design,300,351,300,351
551,14,GA380,International Hotel Management,226,279,226,279
552,15,GA381,International Tourism Management,260,327,260,327
553,16,GA382,Culinary and Gastronomic Science,244,336,244,336
554,17,GA384,Event Management with Public Relations,209,298,209,298
555,18,GA385,Retail Management,254,289,254,289
556,19,GA480,Construction Management,261,318,261,318
557,20,GA482,Quantity Surveying and Construction Economics,270,340,270,340
558,21,GA483,Architectural Technology,253,338,253,338
559,22,GA484,Civil Engineering,280,383,280,383
560,23,GA580,Software and Electronic Engineering,260,349,260,349
561,24,GA680,Mechanical Engineering,330,382,330,382
562,25,GA681,Energy Engineering,260,300,260,300
563,26,GA682,Biomedical Engineering,355,394,355,394
564,27,GA683,Agricultural Engineering,305,378,305,378
565,28,GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),340,405,340,405
566,29,GA780,Applied Freshwater and Marine Biology,306,362,306,362
567,30,GA781,Applied Biology and Biopharmaceutical Science,317,387,317,387
568,31,GA782,Chemical and Pharmaceutical Science,308,360,308,360
569,32,GA783,Physics and Instrumentation,305,361,305,361
570,33,GA784,Science (Undenominated),332,372,332,372
571,34,GA785,Medical Science,451,474,451,474
572,35,GA786,Forensic Science and Analysis,316,367,316,367
573,36,GA787,Computing in Software Development,280,337,280,337
574,37,GA788,Computing and Digital Media,272,301,272,301
575,38,GA789,Agriculture and Environmental Management - Mountbellew Campus,301,356,301,356
576,39,GA790,Sport and Exercise Science,377,409,377,409
577,40,GA791,Public Health Nutrition,350,399,350,399
578,41,GA880,General Nursing - Mayo Campus,399*,420,399,420
579,42,GA882,Psychiatric Nursing - Mayo Campus,336,367,336,367
580,43,GA885,Outdoor Education - Mayo Campus,176,292,176,292
581,44,GA886,Business - Mayo Campus,,,,
582,45,GA887,History and Geography - Mayo Campus,228,289,228,289
583,46,GA888,Sustainable Building Technology - Mayo Campus,308,328,308,328
584,47,GA889,Applied Social Care - Mayo Campus,270,319,270,319
585,48,GA980,Education (Design Graphics and Construction) - Letterfrack Campus,391,419,391,419
586,49,GA981,Furniture Design and Manufacture - Letterfrack Campus,271,349,271,349
587,50,GA982,Furniture and Wood Technology - Letterfrack Campus,245,341,245,341
588,53,GY101,Arts Joint Honours Degree,300,376,300,376
589,54,GY103,Arts (Public and Social Policy),346,390,346,390
590,1,GY104,Arts (Psychology),500,532,500,532
591,2,GY105,Arts (History),301,371,301,371
592,3,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),308,398,308,398
593,4,GY109,Arts (Mathematics and Education),403,454,403,454
594,5,GY110,Arts with Children`s Studies,384,418,384,418
595,6,GY111,Arts with Creative Writing,420,493,420,493
596,7,GY112,Arts with Film Studies,337,370,337,370
597,8,GY113,Arts with Human Rights,320,400,320,400
598,9,GY115,Arts with Performing Arts Studies,319,380,319,380
599,10,GY118,"Arts (Drama, Theatre and Performance Studies)",406,440,406,440
600,11,GY119,Arts with Journalism,388,451,388,451
601,12,GY120,"Arts (Child, Youth and Family: Policy and Practice)",308,347,308,347
602,13,GY121,Arts (Children`s Studies),350,378,350,378
603,14,GY122,Na Dána (Cumarsáid agus Gaeilge),301,389,301,389
604,15,GY123,BSc (Applied Social Sciences),350,390,350,390
605,16,GY124,Arts (Arts with Data Science),425,509,425,509
606,17,GY125,Arts (Digital Arts and Technology),361,378,361,378
607,18,GY126,Arts (English and Media Studies),408,430,408,430
608,19,GY127,Arts (Film and Digital Media),420,454,420,454
609,20,GY128,Arts (Global Languages),429,476,429,476
610,21,GY129,Arts (International),431,465,431,465
611,22,GY130,Arts (Music),462,484,462,484
612,23,GY201,Commerce,420,445,420,445
613,24,GY202,Commerce (International) with French,484,498,484,498
614,25,GY203,Commerce (International) with German,477,498,477,498
615,26,GY204,Commerce (International) with Spanish,473,487,473,487
616,27,GY206,Business Information Systems (Work Placement & Optional Int`l Study),430,465,430,465
617,28,GY207,Commerce (Accounting) including optional Global Experience year,473,507,473,507
618,29,GY208,Commerce (Gaeilge),451,498,451,498
619,30,GY209,Commerce (Global Experience),509,531,509,531
620,31,GY250,Corporate Law - Law subjects combined with core Commerce subjects,409,440,409,440
621,32,GY251,Civil Law - Law subjects (core and options),451,484,451,484
622,33,GY261,"Business Studies (International Hotel Management, Shannon)",#496,603,496,603
623,34,GY262,"Commerce (International Hotel Management, Shannon)",#657,705,657,705
624,35,GY301,Science,401,455,401,455
625,36,GY303,Biomedical Science,531,555,531,555
626,37,GY304,Biotechnology,454,485,454,485
627,38,GY308,Environmental Science,402,454,402,454
628,39,GY309,Financial Mathematics and Economics,476,520,476,520
629,40,GY310,Marine Science,421,475,421,475
630,41,GY313,Environmental Health and Safety,367,390,367,390
631,42,GY314,Earth and Ocean Sciences,400,431,400,431
632,43,GY318,Biopharmaceutical Chemistry,487,510,487,510
633,44,GY319,Mathematical Science,450,520,450,520
634,45,GY320,"Physics (Degree options: Applied, Astrophysics, Biomedical, Theoretical)",432,488,432,488
635,46,GY350,Computer Science and Information Technology,401,466,401,466
636,47,GY401,Engineering (Undenominated),432,485,432,485
637,48,GY402,Civil Engineering,455,498,455,498
638,49,GY405,Mechanical Engineering,414,478,414,478
639,50,GY406,Electronic and Computer Engineering,466,520,466,520
640,51,GY408,Biomedical Engineering,487,532,487,532
641,52,GY410,Project and Construction Management,402,441,402,441
642,53,GY413,Energy Systems Engineering,454,476,454,476
643,54,GY414,Electrical and Electronic Engineering,425,480,425,480
644,1,GY501,Medicine (five year/six year course),#724*,729,724,729
645,2,GY502,Occupational Therapy,521,543,521,543
646,3,GY503,Speech and Language Therapy,529,543,529,543
647,4,GY504,Podiatric Medicine,391,454,391,454
648,5,GY515,General Nursing (Galway and Portiuncula),445,465,445,465
649,6,GY516,Mental Health Nursing,401,419,401,419
650,7,GY517,Midwifery,445,477,445,477
651,10,LY108,Business - Accounting,303,361,303,361
652,11,LY118,Business,283,328,283,328
653,12,LY208,Law,270,318,270,318
654,13,LY218,Business - with Spanish or Irish,229,291,229,291
655,14,LY228,Sports and Exercise - Common Entry with Degree Award options,263,317,263,317
656,15,LY408,Design - Common Entry with Degree Award options,#290,357,290,357
657,16,LY508,Fire Safety Engineering,242,274,242,274
658,17,LY518,Quantity Surveying,316,342,316,342
659,18,LY528,Construction Management,260,298,260,298
660,19,LY608,Mechanical Engineering,300,368,300,368
661,20,LY708,Applied Computing,307,371,307,371
662,21,LY818,Science - Common Entry with Degree Award options,307,369,307,369
663,22,LY828,Agriculture - Common Entry with Degree Award options,301,329,301,329
664,23,LY908,General Nursing,373,389,373,389
665,24,LY918,Psychiatric Nursing,318*,346,318,346
666,25,LY928,Intellectual Disability Nursing,297,318,297,318
667,26,LY968,"Early Childhood Care, Health and Education",279,328,279,328
668,27,LY978,Health and Social Care - Common Entry with Degree Award options,269,316,269,316
669,30,MI001,Contemporary & Applied Theatre Studies,290,332,290,332
670,31,MI002,Arts (offered in conjunction with the University of Limerick),320,388,320,388
671,32,MI005,Education - Primary Teaching,474,499,474,499
672,33,MI006,Education - Primary Teaching - Gaeltacht Applicants,#441,473,441,473
673,34,MI007,Early Childhood Care and Education,356,399,356,399
674,35,MI008,Education and Psychology - Primary Teaching,552,566,552,566
675,36,MI009,"Education, Business Studies and Accounting (Thurles Campus)",367,408,367,408
676,37,MI010,"Education, Business Studies and Religious Studies (Thurles Campus)",326,347,326,347
677,38,MI011,"Education, Irish and Religious Studies (Thurles Campus)",377,397,377,397
678,39,MI012,"Education, Irish and Business Studies (Thurles Campus)",387,429,387,429
679,42,CI101,Counselling and Psychotherapy (Limerick),202,317,202,317
680,45,LC110,Art and Design (Common Entry - Portfolio),#718,903,718,903
681,46,LC114,Design in Fashion and Textiles for Product and Costume (Portfolio),#779,801,779,801
682,47,LC220,Business (Digital Marketing),309,367,309,367
683,48,LC223,Law and Taxation,307,357,307,357
684,49,LC224,Business (Accounting and Finance),297,352,297,352
685,50,LC225,Business (Marketing and Management),326,368,326,368
686,51,LC226,Business (Enterprise and Innovation),234,262,234,262
687,52,LC231,Business Information Systems,298,377,298,377
688,53,LC233,Software Development,272,314,272,314
689,54,LC234,Interactive Digital Media,254,300,254,300
690,1,LC236,Internet Systems Development,308,320,308,320
691,2,LC239,Computer Networks and Systems Management,300,338,300,338
692,3,LC241,Construction Management,271,326,271,326
693,4,LC242,Property Valuation and Management,298,347,298,347
694,5,LC243,Quantity Surveying,302,358,302,358
695,6,LC248,Built Environment (Common Entry),302,346,302,346
696,7,LC252,Civil Engineering Management,288,311,288,311
697,8,LC265,Pharmaceutical and Forensic Analysis,341,389,341,389
698,9,LC266,Drug and Medicinal Product Analysis,263,316,263,316
699,10,LC275,Electrical Engineering,284,328,284,328
700,11,LC288,Mechanical Engineering,301,357,301,357
701,12,LC292,Social Care Work,326,357,326,357
702,13,LC293,Business Studies with Travel and Tourism Management,290,318,290,318
703,14,LC294,Business Studies with Event Management,270,316,270,316
704,15,LC295,Business Studies with Sports Management,271,318,271,318
705,16,LC297,Community Development,241,281,241,281
706,17,LC330,Business wth Computing,303,339,303,339
707,18,LC371,Creative Broadcast and Film Production,307,328,307,328
708,19,LC372,Music Technology and Production,338,398,338,398
709,20,LC374,Renewable and Electrical Energy Engineering,313,359,313,359
710,21,LC375,Industrial Automation & Robotic Systems,309,358,309,358
711,22,LC376,Electronic Engineering,353,383,353,383
712,23,LC402,Social Care Work (Thurles),307,316,307,316
713,24,LC408,Environmental and Geographical Sciences (Thurles),300,402,300,402
714,25,LC411,Business (Marketing and Management - Thurles),316,357,316,357
715,26,LC418,Computing - Games Design and Development (Thurles),269,302,269,302
716,27,LC421,Business Studies with Sports Management (Thurles),243,307,243,307
717,28,LC422,Sports Strength and Conditioning (Thurles),298,336,298,336
718,29,LC434,Environmental Management in Agriculture (Thurles),299,347,299,347
719,30,LC502,Game Art and Design (Portfolio - Clonmel),#741,869,741,869
720,31,LC517,Creative Media & Design (Clonmel),246,306,246,306
721,32,LC518,Digital Animation Production (Portfolio - Clonmel),#796,917,796,917
722,35,LM002,Arts (offered in conjunction with Mary Immaculate College),363,403,363,403
723,36,LM020,Law and Accounting,440,465,440,465
724,37,LM026,Performing Arts (Audition),#302,403,302,403
725,38,LM028,Criminal Justice,400,422,400,422
726,39,LM029,Law Plus,477,500,477,500
727,40,LM038,Psychology and Sociology,484,495,484,495
728,41,LM039,Journalism and New Media,410,462,410,462
729,42,LM040,European Studies,378,440,378,440
730,43,LM044,Applied Languages,430,473,430,473
731,44,LM050,Business Studies,423,462,423,462
732,45,LM056,International Business,510,534,510,534
733,46,LM058,Financial Mathematics,466,521,466,521
734,47,LM063,Technology Management,372,408,372,408
735,48,LM068,Food Science and Health,408,444,408,444
736,49,LM076,Product Design and Technology,420,468,420,468
737,50,LM077,Aeronautical Engineering,466,509,466,509
738,51,LM082,Construction Management and Engineering,358,392,358,392
739,52,LM089,Sport and Exercise Sciences,451,473,451,473
740,53,LM090,Physical Education with concurrent Teacher Education,495,520,495,520
741,54,LM092,Science with Teacher Ed (Biology with Phys or Chem or Ag Science),465,487,465,487
742,1,LM093,Equine Science,308,399,308,399
743,2,LM094,Materials and Architectural Technology with Teacher Education,398,434,398,434
744,3,LM095,Materials and Engineering Technology with Teacher Education,358,404,358,404
745,4,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),382,419,382,419
746,5,LM099,Architecture (Portfolio),#403,473,403,473
747,6,LM100,Physiotherapy,566,577,566,577
748,7,LM101,Medicine (Graduate Entry),#54*,56,54,56
749,8,LM102,Psychology,499,530,499,530
750,9,LM103,Paramedic Studies,#373,422,373,422
751,10,LM115,Chemical and Biochemical Engineering,476,532,476,532
752,11,LM116,Engineering,422,489,422,489
753,12,LM118,Electronic and Computer Engineering,411,498,411,498
754,13,LM120,Aircraft Maintenance and Airworthiness Engineering,430,446,430,446
755,14,LM121,Computing Technologies,332,394,332,394
756,15,LM122,Creative Media and Interaction Design,337,390,337,390
757,16,LM123,Biological and Chemical Sciences,400,465,400,465
758,17,LM124,Mathematics,433,510,433,510
759,18,LM125,Physics,421,509,421,509
760,19,LM150,General Nursing,445,476,445,476
761,20,LM152,Mental Health Nursing,402,414,402,414
762,21,LM154,Intellectual Disability Nursing,430,454,430,454
763,22,LM156,Midwifery,430*,462,430,462
764,25,MU001,Theology and Arts,300,329,300,329
765,26,MU002,Theology,337,337,337,337
766,29,MH001,Education - Primary Teaching (Froebel),499,519,499,519
767,30,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),#474,474,474,474
768,31,MH101,Arts,317,369,317,369
769,32,MH102,Music Technology,317,403,317,403
770,33,MH103,Music,#,398,,398
771,34,MH106,Psychology - 3 years,473,495,473,495
772,35,MH107,Social Science,346,367,346,367
773,36,MH108,European Studies,328,361,328,361
774,37,MH109,Media Studies,317,382,317,382
775,38,MH116,Community and Youth Work (Full-Time),#,299,,299
776,39,MH201,Science,350,399,350,399
777,40,MH202,Biotechnology,429,440,429,440
778,41,MH204,Physics with Astrophysics,425,476,425,476
779,42,MH206,Theoretical Physics and Mathematics,509,565,509,565
780,43,MH208,Biological and Biomedical Sciences,441,473,441,473
781,44,MH209,Psychology (through Science) - 4 years,467,487,467,487
782,45,MH210,Pharmaceutical and Biomedical Chemistry,446,465,446,465
783,46,MH212,Science (with Education) or Mathematics (with Education),432,465,432,465
784,47,MH304,Engineering,351,435,351,435
785,48,MH305,Product Design,356,392,356,392
786,49,MH306,Robotics and Intelligent Devices,351,388,351,388
787,50,MH401,Finance - Two degree options,353,391,353,391
788,51,MH403,Accounting and Finance,400,443,400,443
789,52,MH404,Business - Three degree options,400,430,400,430
790,53,MH405,Equine Business,358,390,358,390
791,54,MH407,Business and Accounting,401,433,401,433
792,1,MH411,Entrepreneurship,357,380,357,380
793,2,MH501,LLB Law - four year Single Major Law programme,451,477,451,477
794,3,MH502,Law,420,444,420,444
795,4,MH601,Computer Science through Arts,340,377,340,377
796,5,MH602,Computer Science through Science,351,398,351,398
797,6,MH603,Computational Thinking,498,569,498,569
798,7,MH801,Early Childhood - Teaching and Learning (part-time),356,387,356,387
799,8,MH802,"Community and Youth Work (part-time, in service)",#,,,
800,9,MH803,"Local Studies or Community Studies (part-time, evening) - Mature Student",#,,,
801,12,AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",462*,477,462,477
802,13,AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",433,444,433,444
803,14,AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",409,451,409,451
804,15,AS051,"Nutrition, Food and Business Management",252,357,252,357
805,16,AS110,General Nursing,388*,408,388,408
806,17,AS130,Intellectual Disability Nursing,328,357,328,357
807,20,SG141,Business,252,290,252,290
808,21,SG142,Business in International Marketing and Sales with French,261,357,261,357
809,22,SG143,Business in International Marketing and Sales with German,245,298,245,298
810,23,SG144,Business in International Marketing and Sales with Spanish,268,280,268,280
811,24,SG146,Accounting,318,372,318,372
812,25,SG147,Sport with Business,270,309,270,309
813,26,SG148,Tourism with Event Management,253,280,253,280
814,27,SG149,Business in Finance and Investment,272,366,272,366
815,28,SG241,Performing Arts,288,347,288,347
816,29,SG242,Early Childhood Care and Education,272*,316,272,316
817,30,SG243,Social Care Practice,301,337,301,337
818,31,SG244,Fine Art,#446,446,446,446
819,32,SG245,Creative Design,252,307,252,307
820,33,SG246,Computing,258,293,258,293
821,34,SG247,English and Psychology,297,322,297,322
822,35,SG248,Sociology and Politics,279,300,279,300
823,36,SG249,Writing and Literature,272,290,272,290
824,37,SG250,App Design and User Experience (UX),317,354,317,354
825,38,SG251,Computing (Smart Technologies),290,371,290,371
826,39,SG252,Software Development,260,317,260,317
827,40,SG253,Computer Networks and Cloud Infrastructure,272,309,272,309
828,41,SG342,Civil Engineering,,,,
829,42,SG343,Quantity Surveying,261,309,261,309
830,43,SG345,Architectural Design,261,307,261,307
831,44,SG347,Architecture,300,344,300,344
832,45,SG441,Environmental Science,288,340,288,340
833,46,SG442,Occupational Safety and Health,290,300,290,300
834,47,SG443,Human Nutrition,367,420,367,420
835,48,SG444,Science Undemoninated,296,371,296,371
836,49,SG445,Pharmaceutical Science with Drug Development,319,343,319,343
837,50,SG446,Applied Archaeology,330,346,330,346
838,51,SG447,Health Science and Physical Activity,321,373,321,373
839,52,SG448,Forensic Investigation and Analysis,307,357,307,357
840,53,SG449,Medical Biotechnology,349,380,349,380
841,2,TL801,Animation Visual Effects and Motion Design,281,346,281,346
842,3,TL802,"TV, Radio and New Media Broadcasting",288,329,288,329
843,4,TL803,Music Technology,261,317,261,317
844,5,TL805,Business Information Management,,,,
845,6,TL810,Computing with Software Development,331,388,331,388
846,7,TL811,Computing with Games Development,326,326,326,326
847,8,TL812,Computing with Media Development,308,387,308,387
848,9,TL815,Computing (Degree Award options),319,590,319,590
849,10,TL820,Travel and Tourism Management,,,,
850,11,TL823,Event Management,306,339,306,339
851,12,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),300,377,300,377
852,13,TL844,Agricultural Engineering,300,337,300,337
853,14,TL845,Civil Engineering,300,350,300,350
854,15,TL847,Manufacturing Engineering,309,347,309,347
855,16,TL848,Agricultural Science,330,388,330,388
856,17,TL851,Wildlife Biology (Degree Award options),300,379,300,379
857,18,TL855,Pharmaceutical Science (Degree Award options),316,336,316,336
858,19,TL858,Veterinary Bioscience,326,398,326,398
859,20,TL871,Health and Leisure (Degree Award options),303,347,303,347
860,21,TL872,Health and Leisure with Massage,288,318,288,318
861,22,TL880,Early Childhood Care and Education,306,328,306,328
862,23,TL881,Social Care,318,349,318,349
863,24,TL889,Counselling with Addiction (mature applicants only),#,,,
864,25,TL890,General Nursing and Mature Applicants,401,419,401,419
865,26,TL891,Mental Health Nursing and Mature Applicants,389,398,389,398
866,29,WD001,Applied Computing,288,369,288,369
867,30,WD002,Science,308,359,308,359
868,31,WD005,Health Sciences,290,349,290,349
869,32,WD006,Exercise Sciences,287,337,287,337
870,33,WD025,Construction Management and Engineering,264,322,264,322
871,34,WD027,Music,#262,338,262,338
872,35,WD048,Business,279,347,279,347
873,36,WD084,Accounting,308,362,308,362
874,37,WD091,Hospitality Management,271,297,271,297
875,38,WD116,General Nursing,414,430,414,430
876,39,WD117,Psychiatric Nursing,378*,393,378,393
877,40,WD120,Intellectual Disability Nursing,356,375,356,375
878,41,WD134,International Business,288,329,288,329
879,42,WD137,Design (Visual Communications),280,343,280,343
880,43,WD140,Laws,290,367,290,367
881,44,WD144,Architecture,283,387,283,387
882,45,WD147,Pharmaceutical Science,306,367,306,367
883,46,WD148,Tourism Marketing,268,298,268,298
884,47,WD149,Early Childhood Studies,288,340,288,340
885,48,WD150,Criminal Justice Studies,270,319,270,319
886,49,WD152,Visual Art,264,357,264,357
887,50,WD161,Computer Forensics and Security,288,358,288,358
888,51,WD162,Quantity Surveying,270,352,270,352
889,52,WD163,Psychology,392,430,392,430
890,53,WD168,Entertainment Systems,251,351,251,351
891,54,WD186,Sports Coaching and Performance,290,318,290,318
892,1,WD187,Social Science,271,328,271,328
893,2,WD191,Agricultural Science,403,429,403,429
894,3,WD192,Social Care Practice,280,319,280,319
895,4,WD193,Marketing and Digital Media,295,348,295,348
896,5,WD194,Culinary Arts,282,320,282,320
897,6,WD195,Architectural and Building Information Modelling Technology,270,360,270,360
898,7,WD197,The Internet of Things,260,329,260,329
899,8,WD200,Arts,220,299,220,299
900,9,WD210,Software Systems Development,289,327,289,327
901,10,WD211,Creative Computing,265,326,265,326
902,11,WD212,Recreation and Sport Management,288,338,288,338
