Course Code,Course Title,points_r1_2021,points_r2_2021,points_r1_2020,points_r2_2020,EOS 2020,EOS 2019,EOS 2018
TL772,Health and Leisure with Massage,236.0,,218.0,,218.0,216.0,219.0
TL773,Coaching and Sports Performance,207.0,,106.0,106.0,106.0,120.0,
TL774,Inclusive Sport and Physical Activity,121.0,121.0,,,,,
TL780,Early Childhood Care and Education,100.0,100.0,234.0,,234.0,201.0,206.0
TL781,Social Care,261.0,,225.0,,225.0,215.0,208.0
WD003,Business,,,,171.0,,136.0,186.0
WD010,Electronic Engineering,419.0,,181.0,,181.0,224.0,193.0
WD011,Mechanical Engineering,170.0,,198.0,,198.0,200.0,211.0
WD013,Legal Studies,,206.0,177.0,,177.0,170.0,171.0
WD018,Applied Social Care,181.0,,171.0,,171.0,180.0,188.0
WD019,Recreation and Sport Management,,,174.0,,174.0,181.0,180.0
WD076,Forestry,216.0,,243.0,,243.0,181.0,215.0
WD094,Architectural Technology,176.0,,166.0,150.0,150.0,201.0,200.0
WD096,Horticulture (Waterford - Kildalton),226.0,,260.0,,260.0,260.0,206.0
WD097,Horticulture (Dublin - National Botanic Gardens),223.0,,,,,209.0,240.0
WD126,Agriculture,328.0,,327.0,,327.0,356.0,367.0
WD151,Software Systems Development,165.0,,,,,180.0,195.0
WD153,Multimedia Applications Development,195.0,,163.0,,163.0,170.0,186.0
WD155,Information Technology,195.0,,211.0,,211.0,121.0,182.0
WD159,Business,191.0,,195.0,,195.0,200.0,206.0
WD164,Food Science with Business,328.0,,309.0,,309.0,222.0,216.0
WD172,Culinary Arts,,,,,,142.0,161.0
WD173,Hospitality Studies,158.0,,,,,182.0,171.0
WD174,Tourism,,,,,,134.0,
WD175,Pharmaceutical Science,224.0,,226.0,,226.0,207.0,206.0
WD177,Science (Mol. Biology with Biopharm. Food Science,205.0,455.0,222.0,,222.0,213.0,283.0
WD182,Electrical Engineering,,,,,,188.0,189.0
WD184,Retail Management,190.0,,163.0,,163.0,190.0,180.0
WD188,Applied Health Care,220.0,,201.0,,201.0,206.0,242.0
WD205,Molecular Biology with Biopharmaceutical Science,,262.0,228.0,,228.0,208.0,217.0
WD206,Electronic Engineering,180.0,,179.0,,179.0,191.0,175.0
WD207,Mechanical Engineering,172.0,,198.0,,198.0,179.0,182.0
WD208,Manufacturing Engineering,317.0,,188.0,,188.0,195.0,180.0
AL600,Software Design,,,,,104.0,205.0,
AL601,Computer Engineering,,,,219.0,112.0,196.0,240.0
AL602,Mechanical Engineering,,,,,260.0,258.0,201.0
AL604,Civil Engineering,,,,,,252.0,243.0
CI001,Counselling Skills and Psychotherapy Studies,,,300.0,,300.0,238.0,152.0
CI002,Counselling Skills and Addiction Studies,,,309.0,,309.0,236.0,168.0
CI005,Counselling Skills and Youth Studies,,,306.0,302.0,302.0,233.0,171.0
CT110,Computing in Information Technology,,,210.0,,210.0,171.0,130.0
CT116,Information Technology,,,219.0,,219.0,178.0,170.0
DS603,Computing and Multimedia (Level 6 - Certificate),,,,,423.0,341.0,206.0
GC306,International Hospitality Management,,,253.0,253.0,253.0,,338.0
LC257,Interior Design,,,264.0,,264.0,231.0,225.0
LC428,Environmental Science and Agriculture,,,278.0,,278.0,226.0,233.0
LC432,Early Childhood Education and Care,,,144.0,,144.0,163.0,144.0
LC603,Early Childhood Education and Care,,,147.0,,174.0,126.0,122.0
LC605,Business,,,195.0,,195.0,,
SG537,Marketing and Sales,,,234.0,,234.0,121.0,140.0
TL620,Culinary Arts,,,189.0,189.0,189.0,128.0,101.0
TL743,Agricultural Mechanisation,,,,,,,
TU601,Electronic Engineering,,,232.0,,230.0,,
TU602,Computer Engineering,,,223.0,,223.0,,
TU603,Mechanical Engineering,,,197.0,197.0,197.0,,
TU653,Computing (Information Technology),,,245.0,,245.0,,
TU671,Business,,,226.0,,228.0,,
TU672,Business (Common entry),,,180.0,179.0,179.0,,
TU707,Electronic Engineering,,,224.0,224.0,224.0,,
TU710,Engineering Reliability Management,,,244.0,,244.0,,
TU712,Sustainable Energy and Environmental Engineering,,,180.0,180.0,180.0,,
TU715,Engineering Software,,,181.0,181.0,181.0,,
TU718,Mechanical Engineering,,,198.0,198.0,198.0,,
TU732,Timber Product Technology,,,253.0,198.0,198.0,,
TU759,Information Technology Management,,,211.0,,211.0,,
TU771,Business,,,224.0,,224.0,,
TU774,Management,,,195.0,209.0,195.0,,
TU775,Accounting and Finance,,,260.0,,260.0,,
TU776,Accounting and Finance,,,182.0,175.0,175.0,,
TU777,Business and Information Technology,,,244.0,,244.0,,
TU778,International Business,,,224.0,,226.0,,
TU779,International Business,,,180.0,180.0,180.0,,
TU783,Marketing,,,189.0,189.0,189.0,,
TU793,Early Childhood Care and Education,,,220.0,,220.0,,
TU794,Early Childhood Care and Education,,,390.0,250.0,230.0,,
WD139,Civil Engineering,,,206.0,,206.0,200.0,194.0
AL651,Music and Instrument Technology,,,,,,,
CW017,Applied Social Studies - Professional Social Care (Wexford),,,,,,224.0,162.0
CW927,Business Administration,,,,,,205.0,242.0
CT316,Business,,,,,,180.0,
DB513,Business,,,,,,117.0,190.0
DB522,Business in Accounting,,,,,,112.0,197.0
DB533,Business in Marketing,,,,,,112.0,187.0
DB575,Social Studies,,,,,,120.0,158.0
DB580,Legal Studies,,,,,,108.0,122.0
DB581,Legal and Business Studies,,,,,,156.0,195.0
DB582,Legal Studies,,,,,,108.0,144.0
DB583,Legal and Business Studies,,,,,,190.0,172.0
DT002,Engineering Reliability Management,,,,,,234.0,226.0
DT003,Automation Engineering,,,,,,270.0,270.0
DT004,Civil Engineering,,,,,,243.0,242.0
DT005,Building Engineering,,,,,,260.0,231.0
DT006,Mechanical Engineering,,,,,,301.0,301.0
DT007,Automotive Management and Technology,,,,,,240.0,242.0
DT008,Electronics and Communications Engineering,,,,,,241.0,242.0
DT009,Electrical and Control Engineering,,,,,,241.0,253.0
DT010,Electrical Services Engineering,,,,,,243.0,233.0
DT011,Aviation Technology,,,,,,346.0,341.0
DT080,Networking Technologies,,,,,,241.0,241.0
DT097,Engineering (General Entry),,,,,,370.0,371.0
DT104,"Auctioneering, Valuation and Estate Agency",,,,,,290.0,300.0
DT169,Timber Product Technology,,,,,,244.0,234.0
DT212,Science (General Entry),,,,,,380.0,390.0
DT219,Ophthalmic Dispensing,,,,,,302.0,302.0
DT259,Biosciences,,,,,,400.0,400.0
DT260,Industrial and Environmental Physics,,,,,,260.0,267.0
DT261,Medicinal Chemistry and Pharmaceutical Sciences,,,,,,388.0,371.0
DT303,Marketing,,,,,,320.0,340.0
DT315,Business Studies,,,,,,320.0,330.0
DT324,Business Management,,,,,,325.0,330.0
DT360,Retail Management and Marketing,,,,,,290.0,296.0
DT404,Food Management and Entrepreneurship,,,,,,268.0,
DT406,Tourism Management,,,,,,260.0,250.0
DT408,Hospitality Management,,,,,,250.0,250.0
DT411,Leisure Management,,,,,,250.0,254.0
DT418,Baking and Pastry Arts Management,,,,,,240.0,242.0
DT424,Food Science and Management,,,,,,270.0,270.0
DT425,Pharmacy Technician Studies,,,,,,336.0,316.0
DT426,Bar and Restaurant Management,,,,,,241.0,242.0
DT432,Culinary Arts (Professional Cookery Practice),,,,,,242.0,241.0
DT598,Visual Merchandising and Display,,,,,,463.0,517.0
GC265,Journalism (Cork),,,,,,,118.0
GC406,International Hospitality Management (Dublin),,,,,,189.0,173.0
GC416,Business (Dublin),,,,,,142.0,
GC425,Legal Studies (Dublin),,,,,,,147.0
BN001,Computer Engineering,,,,,,180.0,198.0
BN002,Computing (Information Technology),,,,,,182.0,186.0
BN003,Business,,,,,,180.0,180.0
BN009,Mechatronic Engineering,,,,,,191.0,181.0
BN010,Business and Information Technology,,,,,,183.0,191.0
BN011,Applied Social Studies in Social Care,,,,,,270.0,250.0
BN012,Computer Engineering,,,,,,180.0,182.0
BN013,Computing (Information Technology),,,,,,108.0,108.0
BN014,Business,,,,,,182.0,192.0
BN015,Engineering (Common Entry with Award options),,,,,,126.0,137.0
BN016,Business (Common Entry with Award options),,,,,,138.0,137.0
BN017,International Business,,,,,,180.0,188.0
BN020,Sports Management and Coaching,,,,,,232.0,230.0
BN021,Creative Digital Media,,,,,,180.0,
BN022,Horticulture,,,,,,187.0,189.0
BN023,Accounting and Finance,,,,,,241.0,
BN025,Community and Youth Development,,,,,,152.0,112.0
BN030,Early Childhood Care and Education,,,,,,231.0,210.0
BN034,Digital Forensics and Cyber Security,,,,,,198.0,188.0
BN040,Digital Marketing,,,,,,180.0,187.0
BN049,"Design,Technology and Innovation",,,,,,203.0,
TA006,Culinary Arts (Level 6),,,,,,133.0,100.0
TA014,Advertising and Marketing Communications,,,,,,288.0,620.0
TA015,International Hospitality and Tourism Management,,,,,,140.0,140.0
TA016,Culinary Arts (Level 7),,,,,,190.0,
TA106,Business (Common entry),,,,,,179.0,162.0
TA111,Accounting and Finance,,,,,,185.0,170.0
TA113,Management,,,,,,171.0,144.0
TA114,Marketing,,,,,,171.0,163.0
TA116,International Business,,,,,,184.0,191.0
TA117,Digital Marketing,,,,,,180.0,121.0
TA201,Electronic Engineering,,,,,,215.0,200.0
TA203,Mechanical Engineering,,,,,,187.0,159.0
TA213,Mechanical Engineering,,,,,,186.0,226.0
TA215,Sustainable Energy and Environmental Engineering,,,,,,196.0,198.0
TA216,Electronic Engineering,,,,,,201.0,214.0
TA218,Biomedical Design,,,,,,208.0,203.0
TA219,Engineering Software,,,,,,233.0,244.0
TA301,Applied Biology,,,,,,204.0,189.0
TA302,Computing,,,,,,180.0,205.0
TA311,Bioanalysis,,,,,,200.0,179.0
TA312,Computing,,,,,,204.0,189.0
TA313,Information Technology Management,,,,,,198.0,198.0
TA314,Pharmaceutical Science,,,,,,250.0,187.0
TA315,DNA and Forensic Analysis,,,,,,280.0,205.0
TA316,Sports Science and Health,,,,,,331.0,280.0
NC105,Data Science,,,,,,297.0,
GA375,Retail Management,,,,,,180.0,164.0
LY116,"Business - Administration, IT and Customer Service",,,,,,179.0,136.0
LY336,"Bar and Restaurant Supervision at Killybegs, Co Donegal",,,,,,,118.0
LY406,Photography,,,,,,,
LY517,Building Services and Renewable Energy,,,,,,210.0,
LY547,Architectural Technology,,,,,,182.0,164.0
LC253,Construction,,,,,,172.0,162.0
LC296,Hotel Front Office Management,,,,,,178.0,146.0
LC298,Culinary Arts,,,,,,148.0,146.0
LC299,Hospitality Studies,,,,,,146.0,117.0
LC413,Marketing and Management (Thurles),,,,,,136.0,
SG105,Business in Office Administration,,,,,,,
SG108,Business in Accounting,,,,,,213.0,216.0
SG301,Civil Engineering,,,,,,190.0,143.0
SG303,Mechanical Engineering,,,,,,,178.0
SG305,Electronic and Computer Engineering,,,,,,179.0,198.0
SG306,Mechatronics,,,,,,260.0,242.0
SG337,Electronic and Computer Engineering,,,,,,255.0,261.0
SG403,Applied Archaeology,,,,,,297.0,214.0
SG432,Environmental Protection,,,,,,279.0,234.0
SG438,Applied Archaeology,,,,,,279.0,225.0
TL712,Computing with Digital Media,,,,,,243.0,278.0
TL719,Culinary Arts,,,,,,321.0,273.0
TL746,Engineering in Mechatronics Engineering,,,,,,,
AL652,Business in Equine,,,,,,,
AL733,Forensic Toxicology,,,,,,,215.0
CW046,Computing (Wexford),,,,,,,
GC240,Computing (Cork),,,,,,,164.0
GC311,Business (Limerick),,,,,,,175.0
GC316,Business (Limerick),,,,,,,379.0
GC340,Computing (Limerick),,,,,,,393.0
GC440,Computing (Dublin),,,,,,,142.0
GC487,Animation (Dublin),,,,,,,150.0
DK615,Front Office Management and Business Administration,,,,,,,
DK620,Computing and Business,,,,,,,
DK640,Applied Engineering,,,,,,,
DK650,Culinary Arts,,,,,,,104.0
DK651,Hospitality Studies,,,,,,,
GA860,Business - Mayo Campus,,,,,,,
GA869,Business with Administration and ICT Skills - Mayo Campus,,,,,,,
GA875,Sustainable Building Technology - Mayo Campus,,,,,,,173.0
GA877,Business - Mayo Campus,,,,,,,
GA878,Accounting and Financial Management - Mayo Campus,,,,,,,171.0
LY346,"Culinary Arts at Killybegs, Co Donegal",,,,,,,116.0
LC111,Design in Fashion and Textiles for Product and Costume (Portfolio),,,,,,,760.0
LC244,Sustainable Building and Energy Engineering,,,,,,,298.0
LC412,Business (Marketing and Management - Thurles),,,,,,,195.0
LC515,Digital Animation Production (Portfolio - Clonmel),,,,,,,802.0
LC516,Game Art and Design Production (Portfolio - Clonmel),,,,,,,767.0
SG307,Precision Engineering and Design,,,,,,,240.0
SG539,Digital Marketing,,,,,,,182.0
TL605,Business Information Management,,,,,,,225.0
TL621,Hotel Operations,,,,,,,100.0
TL622,Travel and Tourism Studies,,,,,,,254.0
TL720,Travel and Tourism Management,,,,,,,261.0
WD040,Building Services Engineering,,,,,,,223.0
WD209,Building Services Engineering,,,,,,,220.0
